cannon_1,cannon_2,archer_1,archer_2,army_1,army_2,goldstorage_1,goldstorage_2,elixerstorage_1,elixerstorage_2,barracks_1,barracks_2,barracks_3,mortar_1,builder_1,gold_1,gold_2,gold_3,gold_4,elixer_1,elixer_2,elixerstorage_3,elixer_3,townhall_1,research_1,castle_1,total
0.6472727272727272,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.7058765432098766
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1.0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8444444444444444
0.5163636363636364,0,0.734,0,0,0,0.7973333333333333,0,1.0,0.31866666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.7074074074074074
1.0,0,1.0,0.962,0,0,1.0,1.0,1.0,1.0,0.41935483870967744,0.07096774193548387,0,0,0,0.13442622950819672,0,0,0,0,0,0.488,0,1.0,0,0,0.47669135802469137
0,0,0,1.0,0,0,1.0,1.0,0,1.0,0,0,0.7935483870967742,1.0,0,0,0,0,0,0,0,0.9893333333333333,0,1.0,0,0.552,0.5169382716049383
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
0,0,0,1.0,0,0,1.0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0.58,0,1.0,0,0,0.5866666666666667
0,0,0,1.0,0,0,1.0,1.0,0.037333333333333336,1.0,0,0,1.0,1.0,0.856,1.0,0,0.43934426229508194,0,0,0,0.6,0,1.0,0,0,0.5131851851851852
1.0,0,1.0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.07096774193548387,0.535483870967742,0,0,0.23934426229508196,0,0,0,0,0,0.6506666666666666,0,1.0,0,0,0.46814814814814815
1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.6962962962962963
1.0,0,1.0,0,0.9433333333333334,0.9133333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.42295081967213116,0,0.04262295081967213,0,0.5540983606557377,0,1.0,0,1.0,0,0.456,0.31990123456790126
1.0,0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,1.0,0,0.744,0,0,0.940983606557377,0,0,0,0.8826666666666667,0,1.0,0,0,0.4052345679012346
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
0,0,0,1.0,0,0,1.0,1.0,0.3586666666666667,1.0,0,0,0,0.525,0,0.33114754098360655,0,0,0,0,0,0,0,1.0,0,0,0.6024691358024692
1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9695238095238096,0,0,0.6994567901234567
1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.6962962962962963
0,0,0,1.0,0,0,1.0,1.0,0,1.0,0,0,0.8451612903225807,1.0,1.0,0.47540983606557374,0,0,0,0,0,0,0,1.0,0,0,0.5900246913580247
1.0,0,1.0,0.012,0,0,1.0,1.0,1.0,1.0,0,0.4774193548387097,0.432258064516129,0,1.0,0.8622950819672132,0,0,0,0,0,0,0,1.0,0,0,0.49560493827160496
0.7236363636363636,0,0,1.0,0,0,1.0,1.0,0.6746666666666666,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.56
1.0,0,1.0,0,0,0,1.0,0.576,1.0,1.0,1.0,0.32903225806451614,0,0.43,0,0,0,0,0,0,0,0,0,1.0,0,0,0.550716049382716
1.0,0,1.0,0,0,0,1.0,1.0,1.0,0,0.535483870967742,0.9483870967741935,0,0,0,0.42295081967213116,0,0,0,0,0,0,0,1.0,0,0,0.5867654320987654
1.0,0,1.0,0,0.07,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9314285714285714,0,0,0.7457777777777778
1.0,0,1.0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.535483870967742,0.7419354838709677,0.335,0.744,1.0,0,0,0,0,0,0,0,1.0,0,0,0.467358024691358
0.8618181818181818,0,1.0,0,0,0.9733333333333334,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.6712098765432098
0,0,0,0.126,0,0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9573333333333334,0,1.0,0,0,0.6000493827160494
