cannon_1,cannon_2,archer_1,archer_2,goldstorage_1,goldstorage_2,elixerstorage_1,elixerstorage_2,mortar_1,gold_1,gold_2,gold_3,gold_4,elixer_1,elixer_2,elixer_3,elixer_4,barracks_1,barracks_2,barracks_3,townhall_1,research_1,army_1,army_2,builder_1,builder_2,builder_3,builder_4,builder_5,castle_1,total
1.0,1.0,1.0,1.0,1.0,0,1.0,0.5786666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.8515151515151516,1.0,1.0,0,0.55,0.775,1.0,0,1.0,1.0,0,0,0,0,0,0,0.27531149053991694
1.0,1.0,1.0,1.0,1.0,0,1.0,0.18533333333333332,1.0,1.0,1.0,1.0,1.0,1.0,0.3606060606060606,0.8787878787878788,1.0,0,0.95,1.0,1.0,0.9345454545454546,1.0,1.0,0,0,0,0,0,0,0.288232579603138
1.0,1.0,1.0,1.0,0,0,0.9893333333333333,0.7333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5333333333333333,0.9727272727272728,1.0,0,1.0,0.83125,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.31222888786340564
1.0,1.0,1.0,1.0,1.0,0,0.964,0.476,1.0,0.7303030303030303,1.0,1.0,1.0,1.0,0,0.6727272727272727,1.0,0,1.0,1.0,1.0,1.0,0.9542857142857143,1.0,0,0,0,0,0,0,0.2951545916012921
1.0,1.0,1.0,1.0,1.0,0,1.0,0.968,1.0,0.296969696969697,1.0,0.5212121212121212,1.0,1.0,0.8303030303030303,1.0,1.0,0,0,1.0,1.0,0,1.0,0.9771428571428571,0,0,0,0,0,0,0.290539916935856
1.0,1.0,1.0,1.0,1.0,0,0.868,0.24933333333333332,1.0,0.13636363636363635,1.0,1.0,1.0,1.0,0.3212121212121212,1.0,1.0,0,1.0,0.3,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.32468850946008304
1.0,1.0,1.0,1.0,1.0,0,0.9253333333333333,0.8506666666666667,1.0,0.703030303030303,1.0,1.0,1.0,1.0,0,0.8636363636363636,1.0,0,0,0.79375,1.0,0,1.0,0.8857142857142857,0,0,0,0,0,0,0.31232118135671433
1.0,1.0,1.0,1.0,1.0,0,1.0,0.648,1.0,0.7090909090909091,1.0,1.0,1.0,1.0,0,1.0,1.0,0,0,0.85,1.0,0.32727272727272727,1.0,0.84,0,0,0,0,0,0,0.30918320258421783
1.0,1.0,1.0,1.0,1.0,0,0.936,0.968,1.0,0,1.0,0.6484848484848484,1.0,1.0,0,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.3149976926626673
1.0,1.0,1.0,1.0,0,0,0.9653333333333334,0.9253333333333333,1.0,0.8212121212121212,1.0,1.0,1.0,1.0,0.04242424242424243,1.0,1.0,0,0,0.2375,1.0,0,1.0,0.7942857142857143,0,0,0,0,0,0,0.37572681125980617
1.0,1.0,1.0,1.0,0,0,0.9893333333333333,0.9146666666666666,1.0,0.9515151515151515,1.0,1.0,1.0,1.0,0,0.8545454545454545,1.0,0,1.0,0.9,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.31998154130133827
1.0,1.0,1.0,1.0,1.0,0,1.0,0.9253333333333333,1.0,0,1.0,0.9757575757575757,1.0,1.0,0.5060606060606061,1.0,1.0,0,0.35,0,1.0,0.21454545454545454,1.0,1.0,0,0,0,0,0,0,0.3019843101061375
1.0,1.0,1.0,1.0,1.0,0,1.0,0.8826666666666667,1.0,0.8787878787878788,1.0,1.0,1.0,1.0,0,0.7575757575757576,1.0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0.29607752653437935
1.0,1.0,1.0,1.0,0,0,0.9893333333333333,0.732,1.0,0.5606060606060606,1.0,1.0,1.0,1.0,0.3575757575757576,1.0,1.0,0,0,0.3,1.0,0.4109090909090909,1.0,1.0,0,0,0,0,0,0,0.3677895708352561
1.0,1.0,1.0,1.0,0,0,0.9893333333333333,0.8293333333333334,1.0,0.8787878787878788,1.0,1.0,1.0,1.0,0.8757575757575757,1.0,1.0,0,0,0.51875,1.0,0,1.0,1.0,0,0,0,0,0,0,0.34277803414859254
1.0,1.0,1.0,1.0,0.88,0,1.0,0.744,1.0,0.9727272727272728,1.0,1.0,1.0,1.0,0,1.0,1.0,0,0.39375,0.26875,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.2833410244577757
1.0,1.0,1.0,1.0,1.0,0,1.0,0.12666666666666668,1.0,0,1.0,0.9515151515151515,1.0,1.0,0.9272727272727272,1.0,1.0,0,0,0.04375,1.0,1.0,1.0,0.9314285714285714,0,0,0,0,0,0,0.3319796954314721
1.0,1.0,1.0,1.0,0,0,0.9893333333333333,0.8013333333333333,1.0,0.48787878787878786,1.0,1.0,1.0,1.0,0.47878787878787876,1.0,1.0,0,0,0.15,1.0,0,1.0,0.8628571428571429,0,0,0,0,0,0,0.37858790955237653
1.0,1.0,1.0,1.0,0,0,0.9893333333333333,0.84,1.0,0.806060606060606,1.0,1.0,1.0,1.0,0.06363636363636363,0.7818181818181819,1.0,0,0,0.95,1.0,0,1.0,0.6971428571428572,0,0,0,0,0,0,0.37904937701892016
1.0,1.0,1.0,1.0,1.0,0,1.0,0.8293333333333334,1.0,0,1.0,0.9757575757575757,1.0,1.0,0.5454545454545454,1.0,1.0,0,0.94375,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.2639593908629442
1.0,1.0,1.0,1.0,1.0,0,1.0,0.3,1.0,0,1.0,0.6363636363636364,1.0,1.0,0.4727272727272727,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.32708814028610983
1.0,1.0,1.0,1.0,1.0,0,1.0,0.904,1.0,0,1.0,1.0,1.0,1.0,0.8303030303030303,1.0,1.0,0,0.95,0.6625,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.2542685740655284
1.0,1.0,1.0,1.0,0.7546666666666667,0,1.0,0.41333333333333333,1.0,0,1.0,0.8939393939393939,1.0,1.0,0,1.0,1.0,0,0,1.0,1.0,0.34545454545454546,1.0,0.9314285714285714,0,0,0,0,0,0,0.36160590678357174
1.0,1.0,1.0,1.0,1.0,0,1.0,0.456,1.0,0.6242424242424243,1.0,1.0,1.0,1.0,0,1.0,1.0,0,1.0,0,1.0,0.9672727272727273,0.6342857142857142,1.0,0,0,0,0,0,0,0.3132441162898016
1.0,1.0,1.0,1.0,0,0,0.9893333333333333,0.8933333333333333,1.0,0.3424242424242424,1.0,1.0,1.0,1.0,0.7575757575757576,1.0,1.0,0,0,0,1.0,0,1.0,0.84,0,0,0,0,0,0,0.3711121365943701
1.0,1.0,1.0,1.0,1.0,0,1.0,0.9253333333333333,1.0,0,1.0,0.9757575757575757,1.0,1.0,0.44545454545454544,0.7575757575757576,1.0,0,0.65,0.04375,1.0,0,1.0,1.0,0,0,0,0,0,0,0.31158283341024456
1.0,1.0,1.0,1.0,1.0,0,1.0,0.9146666666666666,1.0,0.03636363636363636,1.0,0.4666666666666667,1.0,1.0,0.5303030303030303,1.0,1.0,0,0,0.2,1.0,0.18181818181818182,1.0,1.0,0,0,0,0,0,0,0.31942778034148595
1.0,1.0,1.0,1.0,0,0,0.9893333333333333,0.744,1.0,0.5878787878787879,1.0,1.0,1.0,1.0,0.9272727272727272,1.0,1.0,0,1.0,1.0,1.0,0.9018181818181819,1.0,1.0,0,0,0,0,0,0,0.3112136594370097
1.0,1.0,1.0,1.0,1.0,0,1.0,0.9146666666666666,1.0,0,1.0,0.9484848484848485,1.0,1.0,0.11818181818181818,1.0,1.0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0.3112136594370097
1.0,1.0,1.0,1.0,0.9893333333333333,0,1.0,0.776,1.0,0.4636363636363636,1.0,1.0,1.0,1.0,0.1606060606060606,1.0,1.0,0,0.55,1.0,1.0,0.5745454545454546,1.0,1.0,0,0,0,0,0,0,0.2818643285648362
1.0,1.0,1.0,1.0,1.0,0,0.964,0.8613333333333333,1.0,0,1.0,0.8545454545454545,1.0,1.0,0.045454545454545456,1.0,1.0,0,0.2,0.74375,1.0,0,1.0,1.0,0,0,0,0,0,0,0.32330410706045226
1.0,1.0,1.0,1.0,1.0,0,1.0,0.9253333333333333,1.0,0.18484848484848485,1.0,0.8636363636363636,1.0,1.0,0.1787878787878788,1.0,1.0,0,0,0,1.0,0,1.0,0.9285714285714286,0,0,0,0,0,0,0.3226580526072912
1.0,1.0,1.0,1.0,0.8293333333333334,0,0.8506666666666667,0.9573333333333334,1.0,0.503030303030303,1.0,1.0,1.0,1.0,0.1484848484848485,1.0,1.0,0,1.0,1.0,1.0,0.8036363636363636,1.0,1.0,0,0,0,0,0,0,0.27743424088601754
1.0,1.0,1.0,1.0,0.868,0,1.0,0.808,1.0,0.8939393939393939,1.0,0.8909090909090909,1.0,1.0,0,0.9757575757575757,1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.2812182741116751
1.0,1.0,1.0,1.0,1.0,0,1.0,0.896,1.0,0.45454545454545453,1.0,1.0,1.0,1.0,0.3878787878787879,0.8303030303030303,1.0,0,0.89375,0.85,1.0,0,1.0,1.0,0,0,0,0,0,0,0.28306414397784957
1.0,1.0,1.0,1.0,0.9893333333333333,0,0.808,0.9573333333333334,1.0,0,1.0,0.43333333333333335,1.0,1.0,1.0,0.9515151515151515,1.0,1.0,1.0,0,1.0,0.24727272727272728,0.8171428571428572,1.0,0,0,0,0,0,0,0.29746192893401013
1.0,1.0,1.0,1.0,0,0,0.9893333333333333,0.7853333333333333,1.0,0.9030303030303031,1.0,0.6606060606060606,1.0,1.0,0.509090909090909,1.0,1.0,0,0,0,1.0,0.48727272727272725,1.0,1.0,0,0,0,0,0,0,0.36188278726349793
1.0,1.0,1.0,1.0,1.0,0,1.0,0,1.0,0.9757575757575757,1.0,0.8363636363636363,1.0,1.0,0.9757575757575757,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.2819566220581449
1.0,1.0,1.0,1.0,1.0,0,1.0,0.9146666666666666,1.0,0.22727272727272727,1.0,1.0,1.0,1.0,0.12424242424242424,0.9181818181818182,1.0,0,0.05,0.75,1.0,0,1.0,1.0,0,0,0,0,0,0,0.30798338717120444
1.0,1.0,1.0,1.0,1.0,0,1.0,0.8586666666666667,1.0,0,1.0,0.9030303030303031,1.0,1.0,0.6727272727272727,1.0,1.0,0,0,0.25,1.0,0.9672727272727273,1.0,1.0,0,0,0,0,0,0,0.2861098292570374
1.0,1.0,1.0,1.0,1.0,0,1.0,0.616,1.0,1.0,1.0,1.0,1.0,1.0,0.5757575757575758,0.9757575757575757,1.0,0,1.0,0.2,1.0,0.9672727272727273,1.0,1.0,0,1.0,0.136,0,0,0,0.24605445316105215
1.0,1.0,1.0,1.0,0,0,0.9893333333333333,0.9893333333333333,1.0,0,1.0,1.0,1.0,1.0,0.9757575757575757,1.0,1.0,0,0.38125,0.74375,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.3210890632210429
1.0,1.0,1.0,1.0,0,0,0.424,0.9146666666666666,1.0,0.9757575757575757,1.0,1.0,1.0,1.0,0,0.4121212121212121,1.0,0,0.1875,0.94375,1.0,1.0,1.0,1.0,0,0.928,0.784,1.0,0,0,0.35191508998615595
1.0,1.0,1.0,1.0,1.0,0,1.0,0.776,1.0,0.6909090909090909,1.0,1.0,1.0,1.0,0,0.806060606060606,1.0,0,0.1,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0.3062298107983387
1.0,1.0,1.0,1.0,1.0,0,0.9786666666666667,0,1.0,0.9757575757575757,1.0,1.0,1.0,1.0,0.41818181818181815,1.0,1.0,0,0.85,0,1.0,0,1.0,1.0,0.208,0,0,0,0,0,0.3353945546838948
1.0,1.0,1.0,1.0,0.7866666666666666,0,0.736,0.8613333333333333,1.0,0,1.0,1.0,1.0,1.0,0,0.9757575757575757,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.31056760498384867
1.0,1.0,1.0,1.0,0,0,0.9786666666666667,0.968,1.0,0,1.0,1.0,1.0,1.0,0,1.0,1.0,0,0.15,0.9,1.0,0,1.0,1.0,0,0,0,0,0,0,0.3795108444854638
1.0,1.0,1.0,1.0,1.0,0,1.0,0.8466666666666667,1.0,0,1.0,0.7090909090909091,1.0,1.0,0,0.7787878787878788,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.2934010152284264
1.0,1.0,1.0,1.0,0,0,0.7546666666666667,0.8506666666666667,1.0,0.5575757575757576,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0,0,0.05625,1.0,0,1.0,1.0,0,0,0,0,0,0,0.37341947392708813
1.0,1.0,1.0,1.0,0,0,0.9533333333333334,0.7333333333333333,1.0,0,1.0,0.9757575757575757,1.0,1.0,0.23939393939393938,1.0,1.0,0,0.9,1.0,1.0,0.31272727272727274,1.0,1.0,0,0,0,0,0,0,0.370466082141209
1.0,1.0,1.0,1.0,0,0,0.68,0.8853333333333333,1.0,0.43636363636363634,1.0,1.0,1.0,1.0,0,0.9030303030303031,1.0,0,0,1.0,1.0,0.36,1.0,0.7714285714285715,0,0,0,0,0,0,0.39455468389478543
1.0,1.0,1.0,1.0,1.0,0,0.928,0.84,1.0,0,1.0,0.9272727272727272,1.0,1.0,0.9757575757575757,1.0,1.0,0,0.95,1.0,1.0,0,1.0,0.8628571428571429,0,0,0,0,0,0,0.2862944162436548
1.0,1.0,1.0,1.0,1.0,0,1.0,0.8186666666666667,1.0,0.9515151515151515,1.0,1.0,1.0,1.0,0.3151515151515151,1.0,1.0,0,0.49375,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0.2887863405629903
1.0,1.0,1.0,1.0,1.0,0,1.0,0.9573333333333334,1.0,0.9272727272727272,1.0,1.0,1.0,1.0,0.6242424242424243,1.0,1.0,0,0,0,1.0,1.0,0,1.0,0,0,0,0,0,0,0.28472542685740654
1.0,1.0,1.0,1.0,1.0,0,0.9546666666666667,0.856,1.0,0.8303030303030303,1.0,0.7818181818181819,1.0,1.0,0.6060606060606061,1.0,1.0,0,1.0,0.95,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.24393170281495155
1.0,1.0,1.0,1.0,1.0,0,1.0,0.8093333333333333,1.0,0,1.0,1.0,1.0,1.0,0.36666666666666664,1.0,1.0,0,0,0.68125,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.2886940470696816
1.0,1.0,1.0,1.0,1.0,0,1.0,0.8146666666666667,1.0,0,1.0,0.8545454545454545,1.0,1.0,0,0.6363636363636364,1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.3102907245039225
1.0,1.0,1.0,1.0,1.0,0,1.0,0.16,1.0,0.4666666666666667,1.0,1.0,1.0,1.0,0,0.9757575757575757,1.0,0,0,1.0,1.0,1.0,1.0,0.9771428571428571,0,0,0,0,0,0,0.327365020766036
1.0,1.0,1.0,1.0,0,0,0.9893333333333333,0.49866666666666665,1.0,0.9515151515151515,1.0,1.0,1.0,1.0,0,0.9757575757575757,1.0,0,0,0.15625,1.0,0,1.0,1.0,0,0,0,0,0,0,0.3962159667743424
1.0,1.0,1.0,1.0,1.0,0,1.0,0.8293333333333334,1.0,0.6606060606060606,1.0,0.9030303030303031,1.0,1.0,0.7272727272727273,1.0,1.0,0,0.2,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.2514997692662667
1.0,1.0,1.0,1.0,1.0,0,1.0,0.9573333333333334,1.0,0,1.0,0.03636363636363636,1.0,1.0,0.6636363636363637,1.0,1.0,0,0.2,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.29109367789570834
1.0,1.0,1.0,1.0,1.0,0,1.0,0.9253333333333333,1.0,0.3151515151515151,1.0,1.0,1.0,1.0,0,1.0,1.0,0,0.8875,0,1.0,0.8363636363636363,1.0,1.0,0,0,0,0,0,0,0.2833410244577757
1.0,1.0,1.0,1.0,1.0,0,1.0,0.8613333333333333,1.0,0.4727272727272727,1.0,1.0,1.0,1.0,0,0.806060606060606,1.0,0,0,0.94375,1.0,0.9018181818181819,0.9228571428571428,1.0,0,0,0,0,0,0,0.28887863405629904
1.0,1.0,1.0,1.0,0.8186666666666667,0,1.0,0.8186666666666667,1.0,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.4375,0.025,1.0,0,1.0,1.0,0,0,0,0,0,0,0.3017997231195201
1.0,1.0,1.0,1.0,1.0,0,0.968,0.904,1.0,0,1.0,0.8,1.0,1.0,0.9181818181818182,1.0,1.0,0,0.4,1.0,1.0,1.0,1.0,0.9771428571428571,0.64,0,0,0,0.568,0,0.24983848638670975
1.0,1.0,1.0,1.0,1.0,0,0.936,0.84,1.0,0.8545454545454545,1.0,1.0,1.0,1.0,0.27575757575757576,0.9727272727272728,1.0,0,0.775,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.2524227041993539
1.0,1.0,1.0,1.0,1.0,0,0.9893333333333333,0.968,1.0,0,1.0,0.5393939393939394,1.0,1.0,0.36666666666666664,1.0,1.0,0,0,0.2125,1.0,0.4109090909090909,1.0,1.0,0,0,0,0,0,0,0.31435163820950623
1.0,1.0,1.0,1.0,1.0,0,1.0,0.624,1.0,0,1.0,0.9030303030303031,1.0,1.0,0,0.806060606060606,1.0,0,1.0,0.94375,1.0,0.14909090909090908,1.0,1.0,0,0,0,0,0,0,0.3245039224734656
1.0,1.0,1.0,1.0,1.0,0,1.0,0,1.0,0.5878787878787879,1.0,1.0,1.0,1.0,0,0.7818181818181819,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0.35053068758652517
1.0,1.0,1.0,1.0,1.0,0,1.0,0.5306666666666666,1.0,0.9757575757575757,1.0,1.0,1.0,1.0,0.8545454545454545,1.0,1.0,0,0.55,0.26875,1.0,0.9018181818181819,1.0,1.0,0,0,0,0,0,0,0.26386709736963543
1.0,1.0,1.0,1.0,0,0,1.0,0.8133333333333334,1.0,0,1.0,0.9757575757575757,1.0,1.0,0.9757575757575757,0.3939393939393939,1.0,0,0.9,0.7,1.0,0,1.0,1.0,0,0,0,0,0,0,0.37009690816797414
1.0,1.0,1.0,1.0,1.0,0,1.0,0,1.0,0,1.0,0.7333333333333333,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.31407475772958005
1.0,1.0,1.0,1.0,1.0,0,1.0,0.6586666666666666,1.0,0,1.0,0.8303030303030303,1.0,1.0,0.5242424242424243,1.0,1.0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0.3201661282879557
1.0,1.0,1.0,1.0,1.0,0,1.0,0.904,1.0,0.9515151515151515,1.0,1.0,1.0,1.0,0,0.7090909090909091,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0.2790955237655745
1.0,1.0,1.0,1.0,0,0,0.9893333333333333,0,1.0,0.8303030303030303,1.0,0.8939393939393939,1.0,1.0,0.7090909090909091,1.0,1.0,0,1.0,0.6625,1.0,0.9018181818181819,1.0,1.0,0,0,0,0,0,0,0.3701892016612829
1.0,1.0,1.0,1.0,1.0,0,1.0,0.9893333333333333,1.0,0,1.0,0.5393939393939394,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0,0.7381818181818182,0.9314285714285714,1.0,0,0,0,0,0,0,0.289893862482695
1.0,1.0,1.0,1.0,1.0,0,0.8293333333333334,0.868,1.0,0,1.0,0.9757575757575757,1.0,1.0,1.0,1.0,1.0,0,0,0.225,1.0,0,1.0,1.0,0.496,0,0,0,0,0,0.30429164743885556
1.0,1.0,1.0,1.0,1.0,0,0.892,0.9893333333333333,1.0,0.17272727272727273,1.0,1.0,1.0,1.0,0.07878787878787878,0.4909090909090909,1.0,0,1.0,0.8375,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.28564836179049374
1.0,1.0,1.0,1.0,1.0,0,1.0,0,1.0,0.47878787878787876,1.0,0.9030303030303031,1.0,1.0,0.7,1.0,1.0,0,0.5,0.55,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.3174896169820028
1.0,1.0,1.0,1.0,1.0,0,0.9893333333333333,0.904,1.0,0.8090909090909091,1.0,0.9272727272727272,1.0,1.0,0,0.8454545454545455,1.0,0,0.325,0.26875,1.0,0,1.0,0.8857142857142857,0,0,0,0,0,0,0.30669127826488235
1.0,1.0,1.0,1.0,1.0,0,0.9786666666666667,0.6933333333333334,1.0,0.8545454545454545,1.0,1.0,1.0,1.0,0.8303030303030303,1.0,1.0,0,0,1.0,1.0,0.5745454545454546,1.0,1.0,0,0,0,0,0,0,0.2641439778495616
