cannon_1,cannon_2,archer_1,archer_2,goldstorage_1,goldstorage_2,elixerstorage_1,elixerstorage_2,mortar_1,gold_1,gold_2,gold_3,gold_4,elixer_1,elixer_2,elixer_3,elixer_4,barracks_1,barracks_2,barracks_3,townhall_1,research_1,army_1,army_2,builder_1,builder_2,castle_1,total
1.0,1.0,0,0,0.11466666666666667,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.43,0.91,0,0,0.52,0.5947314049586777
1.0,0.5509090909090909,1.0,0,0,1.0,1.0,0.9893333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.9733333333333334,0,0,0.634,0.5400309917355371
1.0,1.0,0,0.316,1.0,1.0,0,1.0,1.0,0,0,0,0,0.39672131147540984,0,0,0,0,1.0,0,1.0,0,0,0.25,0,0,0,0.550103305785124
1.0,1.0,0.146,0,0.06666666666666667,1.0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,1.0,0.9483870967741935,0,1.0,0,0,1.0,0,0,1.0,0.5177169421487603
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.9737704918032787,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.982,0.47128099173553717
1.0,0,1.0,1.0,1.0,1.0,1.0,0,0.03,0.7639344262295082,0,0,0,0,0,0,0,0.27741935483870966,0,0,1.0,0,0,0.46,0,0,1.0,0.496900826446281
1.0,1.0,0,0,0.5026666666666667,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.16,0,0,0,0.628099173553719
1.0,1.0,0,1.0,1.0,0.9893333333333333,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.94,0,0,0.742,0.5020661157024794
1.0,0,1.0,0,0,1.0,1.0,0.272,0.4775,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.178,0.6241219008264463
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.7333333333333333,0,0,0,0.5459710743801653
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.07213114754098361,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.584,0.48925619834710743
1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.6903225806451613,0,1.0,0,0.30666666666666664,0.2833333333333333,0,0,0.432,0.5170454545454546
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.33548387096774196,0,0,1.0,0,0,0.7866666666666666,0,0,1.0,0.48729338842975206
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.8098360655737705,0,0,0,0,0,0,0,0.8838709677419355,0,0,1.0,0,0,1.0,0,0,1.0,0.44638429752066117
1.0,1.0,1.0,0,0,1.0,1.0,0.9893333333333333,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.4915289256198347
1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.6903225806451613,0,1.0,0,0,1.0,0,0,0.804,0.48512396694214877
1.0,1.0,0,0,0,1.0,0,1.0,1.0,0.8295081967213115,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.28,0,0,1.0,0.5695247933884298
1.0,0,1.0,0,0,1.0,1.0,0.528,1.0,0.05573770491803279,0,0,0,0,0,0,0,0.36129032258064514,0,0,1.0,0,0,1.0,0,0,0.82,0.5527892561983471
1.0,1.0,0.43,0,0,1.0,0.936,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.5833333333333334,0,0,0.838,0.5110020661157024
1.0,1.0,0,1.0,1.0,0.9893333333333333,0,1.0,0.81,0,0,0,0,0,0,0,0,0,0.5741935483870968,0.8451612903225807,1.0,0,0,1.0,0,0,0,0.5197314049586776
1.0,1.0,1.0,0,0.9893333333333333,1.0,1.0,1.0,0.62,0,0,0,0,0,0,0,0,0,0,0.8838709677419355,1.0,0,0.7333333333333333,1.0,0,0,0,0.43202479338842975
1.0,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0.6410123966942148
1.0,1.0,0,0,0.8826666666666667,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0.4064516129032258,1.0,1.0,1.0,0,1.0,0.17333333333333334,0,0,0.586,0.4984504132231405
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.886,0.4919421487603306
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.432258064516129,0,0,1.0,0,0,0,0,0,0.874,0.5166322314049587
0.3781818181818182,0,1.0,0,0,0.5253333333333333,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.7866666666666666,0,0,1.0,0.6576446280991736
1.0,1.0,1.0,0,0,1.0,1.0,1.0,0.6675,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.08333333333333333,0,0,0.776,0.5168904958677686
1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0.07741935483870968,0,0.36774193548387096,1.0,0,0,0.8666666666666667,0,0,0,0.5347107438016528
1.0,0,1.0,1.0,1.0,1.0,0.68,0.676,0.05,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.214,0.5052685950413223
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.5573770491803278,0,0,0,0,0,0,0,0.6387096774193548,0,0,1.0,0,0,0.31666666666666665,0,0,1.0,0.4794421487603306
1.0,0.8618181818181818,0,0,0,1.0,0,0.6053333333333333,0,0,0,0,0,0,0,0,0,0.7677419354838709,0,0,1.0,0,0,0.88,0,0,1.0,0.6359504132231405
1.0,1.0,1.0,0,0,1.0,1.0,0.708,0,0.2098360655737705,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.964,0.5085743801652892
1.0,0.27454545454545454,1.0,0,0.872,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.28,0.9433333333333334,0,0,0,0.5044938016528926
1.0,1.0,0.886,0.132,1.0,1.0,0.4,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.17333333333333334,0,0,1.0,0.4642045454545455
1.0,0,1.0,0,0,1.0,1.0,0.9786666666666667,1.0,0,0,0,0,0,0,0,0,0.8451612903225807,0,0,1.0,0,0,0.18333333333333332,0,0,0.928,0.5316115702479339
1.0,0.5745454545454546,1.0,0,0,1.0,1.0,0,0,0.921311475409836,0.7311475409836066,0,0,0,0,0,0,1.0,0,1.0,0.9740540540540541,0,0,0.9466666666666667,0,0,1.0,0.5163223140495867
1.0,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0.535483870967742,0,0,1.0,0,0,0.79,0,0,0.808,0.5972107438016528
1.0,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.39666666666666667,0.19,0,0,0.304,0.6381198347107438
1.0,1.0,1.0,0,0,1.0,0.7053333333333334,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.8566666666666667,0,0,0.984,0.4981404958677686
1.0,1.0,0.848,1.0,0.06133333333333333,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.5420454545454545
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.7333333333333333,0,0,1.0,0.47830578512396693
1.0,1.0,0.278,0,0,1.0,0.2813333333333333,1.0,1.0,0,0,0,0,0,0,0,0,0.8258064516129032,0,0,1.0,0,0,1.0,0,0,0.928,0.5508780991735537
1.0,0.6890909090909091,0.81,0,0,1.0,0.3253333333333333,1.0,1.0,1.0,0,0,0,0,0,0,0,0.7935483870967742,0,0,1.0,0,0,0.7633333333333333,0,0,0.804,0.5253099173553719
1.0,0,0,0.696,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.68,0,0,1.0,0.5322314049586777
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.23934426229508196,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.4625
1.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.22580645161290322,0,0,1.0,0,0,0.94,0,0,1.0,0.5049586776859504
0.1709090909090909,0,1.0,1.0,1.0,1.0,1.0,0.13066666666666665,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.072,0.5856404958677686
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.25806451612903225,0,0,1.0,0,0,0.09333333333333334,0,0,0.694,0.5258264462809917
1.0,1.0,0.848,0,0.4186666666666667,1.0,0.7,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.498,0.5216942148760331
1.0,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0.535483870967742,0,0,1.0,0,0,0,0,0,1.0,0.6117768595041322
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0.22580645161290322,1.0,0,1.0,1.0,0,0,1.0,0.45144628099173556
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.9483870967741935,0,0,1.0,0,0,1.0,0,0,0.818,0.4802685950413223
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.748,0.5300619834710744
1.0,1.0,1.0,0,0.014666666666666666,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.928,0.5092975206611571
1.0,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0.2838709677419355,0.5741935483870968,0,1.0,0,0.5566666666666666,1.0,0,0,1.0,0.5583677685950413
1.0,1.0,0.582,0,0,1.0,0.24933333333333332,1.0,1.0,0.46885245901639344,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.97,0,0,0.592,0.5462293388429752
1.0,1.0,1.0,0,0.168,1.0,0.8186666666666667,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.47107438016528924
1.0,0,0.886,0.924,1.0,1.0,0.6,0.4226666666666667,1.0,1.0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.09,0,0,0.982,0.47339876033057854
1.0,1.0,0.62,0,0,1.0,0.9573333333333334,1.0,1.0,0.32131147540983607,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0.5040289256198347
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.9483870967741935,0,0,1.0,0,0,1.0,0,0,0.632,0.4898760330578512
1.0,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.672004132231405
1.0,0.5363636363636364,1.0,0,0,1.0,1.0,0,0,0.05245901639344262,0,0,0,0,0,0,0,1.0,0,0,0.9740540540540541,0,0,0,0,0,0.712,0.628047520661157
1.0,1.0,0.05,0,0,1.0,0.652,1.0,1.0,0.23278688524590163,0,0,0,0,0,0,0,0.8838709677419355,0,0,1.0,0,0,0.8833333333333333,0,0,0.056,0.5684400826446281
1.0,1.0,0.468,0,0,1.0,0.4746666666666667,1.0,1.0,0.7344262295081967,0,0,0,0,0,0,0,0.4838709677419355,0,0,1.0,0,1.0,0.68,0,0,1.0,0.4885330578512397
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.9483870967741935,0,0,1.0,0,0,1.0,0,0,0.478,0.4978305785123967
1.0,0.35454545454545455,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.28,0,0,0.62,0.5463326446280992
0,0,1.0,0,0,0,1.0,0,0,0.7901639344262295,0,0,0,0,0,0,0,0.5870967741935483,0,0,1.0,0,0,0,0,0,0,0.7668388429752067
1.0,0,1.0,0,0,1.0,1.0,0.13066666666666665,0,0.8163934426229508,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.5607438016528926
1.0,1.0,1.0,0,0,1.0,1.0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.07096774193548387,1.0,0,0.29333333333333333,0.61,0,0,0.246,0.5723140495867769
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.8688524590163934,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0.47365702479338845
1.0,1.0,0,0,0.5506666666666666,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.9483870967741935,0.6903225806451613,1.0,0,0,0.82,0,0,0.344,0.5599173553719008
1.0,1.0,0.772,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.2645161290322581,0,0,1.0,0,0,0.49333333333333335,0,0,0.664,0.4174586776859504
1.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.8451612903225807,0,0,1.0,0,0,1.0,0,0,0.952,0.4956611570247934
1.0,0.6872727272727273,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.7333333333333333,0,0,0.712,0.5020661157024794
1.0,1.0,0,0,0.47733333333333333,1.0,0,1.0,0.6675,0,0,0,0,0,0,0,0,0,0.9483870967741935,0.832258064516129,1.0,0,0,0.6,0,0,0,0.5947830578512396
1.0,1.0,0,0.886,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.23333333333333334,1.0,0,0,1.0,0.48176652892561983
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.5870967741935483,0,0,1.0,0,0,0.21333333333333335,0,0,1.0,0.5010330578512396
1.0,1.0,1.0,0,0.013333333333333334,1.0,1.0,1.0,1.0,1.0,0.6754098360655738,0,0,0,0,0,0,0.27741935483870966,0,0,1.0,0,0,0.19,0,0,0,0.5045454545454545
1.0,1.0,1.0,0,0.216,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.936,0.47262396694214875
1.0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.8838709677419355,0,0,1.0,0,0,0.9466666666666667,0,0,0.802,0.5121900826446281
1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.88,0,0,0,0.5414256198347107
1.0,1.0,0,0,0.584,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.664,0.5614669421487604
0,0,1.0,1.0,1.0,1.0,1.0,0.5826666666666667,0,0.47540983606557374,0,0,0,0,0,0,0,0.6387096774193548,0,0,1.0,0,0,0,0,0,0.426,0.5279958677685951
1.0,1.0,0.626,0,0.15866666666666668,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0.5448863636363637
1.0,1.0,0.62,0,0,1.0,0.3586666666666667,1.0,0.62,0,0,0,0,0,0,0,0,0.5870967741935483,0,0.36129032258064514,1.0,0,0.07333333333333333,0.8933333333333333,0,0,0.92,0.5433884297520661
1.0,0,1.0,1.0,1.0,0.904,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.262,0.5548553719008265
0.8963636363636364,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.36129032258064514,0,0,1.0,0,0.3333333333333333,1.0,0,0,1.0,0.6743285123966942
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.7935483870967742,0,0,1.0,0,0,1.0,0,0,0.28,0.5105371900826446
1.0,1.0,1.0,0,0.904,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0.8838709677419355,1.0,0,0.3,1.0,0,0,0.01,0.443698347107438
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.5508196721311476,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.544,0.4762396694214876
1.0,1.0,0.354,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.44,0,0,0.834,0.5286673553719008
1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.21333333333333335,0,0,0.984,0.5112603305785124
1.0,0.8272727272727273,1.0,0,0,1.0,1.0,0.7546666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.6,0,0,0.838,0.5513946280991735
1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.8133333333333334,0,0,0,0.5434917355371901
1.0,1.0,0,0.086,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.8933333333333333,0,0,0.77,0.524845041322314
1.0,1.0,0,0,0.9453333333333334,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0.8451612903225807,0.7935483870967742,0,1.0,0,0,0.8233333333333334,0,0,0.01,0.5464876033057852
1.0,0,1.0,1.0,1.0,1.0,1.0,0.7533333333333333,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.622,0.4337809917355372
1.0,0,0.834,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0.9483870967741935,0,0,1.0,0,0,1.0,0,0,0.936,0.584349173553719
1.0,0,1.0,0,0,1.0,1.0,0.936,1.0,0.3442622950819672,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.984,0.509400826446281
1.0,0,0.772,1.0,1.0,1.0,1.0,0,0,0.29180327868852457,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0.5209710743801653
1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.8933333333333333,0,0,0.012,0.5403925619834711
1.0,1.0,0,1.0,1.0,1.0,0,1.0,0.8575,0,0,0,0,0,0,0,0,0,0,0.32903225806451614,1.0,0,0,0,0,0,0,0.5663739669421488
0.8272727272727273,0,1.0,1.0,1.0,0.5733333333333334,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.6299070247933884
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.535483870967742,0,0,1.0,0,0,0,0,0,0,0.5601239669421487
1.0,1.0,1.0,0,0.7546666666666667,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0.6166666666666667,1.0,0,0,0.56,0.39917355371900826
1.0,1.0,0.696,0,0,1.0,0.68,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.94,0,0,0.58,0.5262396694214876
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.056666666666666664,0,0,0.982,0.5162190082644628
1.0,1.0,0,0,0,1.0,0,1.0,1.0,0.46229508196721314,0,0,0,0,0,0,0,0.8258064516129032,0,0,1.0,0,0,0.3466666666666667,0,0,1.0,0.5818181818181818
1.0,0,1.0,1.0,1.0,1.0,1.0,0.7226666666666667,0.525,0,0,0,0,0.8360655737704918,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.4987603305785124
1.0,1.0,0,0,0.988,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.9483870967741935,0.07096774193548387,1.0,0,1.0,0.25333333333333335,0,0,0,0.5402892561983471
1.0,1.0,0.658,0,0,1.0,0.5493333333333333,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.3466666666666667,0,0,0.744,0.5472623966942148
1.0,1.0,0,0,0.904,0.9466666666666667,0,1.0,0.0025,0,0,0,0,0,0,0,0,0.9419354838709677,1.0,0.8258064516129032,1.0,0,0.76,1.0,0,0,1.0,0.4761880165289256
1.0,1.0,0.734,0.81,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.11475409836065574,0.003278688524590164,0,0,0,0.7935483870967742,0.7677419354838709,1.0,0,0,1.0,0,0,0.132,0.4106404958677686
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.344,0.5199380165289256
1.0,1.0,0,1.0,1.0,1.0,0.328,1.0,1.0,0,0,0,0,0,0,0,0,0.9483870967741935,0,0,1.0,0,0,0.48,0,0,0.92,0.46570247933884296
1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.11612903225806452,0,1.0,0,0,0,0,0,0,0.5668388429752066
1.0,0,1.0,1.0,1.0,1.0,1.0,0.8693333333333333,0.43,1.0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.482,0.41229338842975205
1.0,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.7,0,0,0.808,0.6085743801652893
1.0,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.25,0,0,0.744,0.6258264462809917
1.0,1.0,1.0,1.0,0.936,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.4838709677419355,0,0,1.0,0,1.0,1.0,0,0,1.0,0.34896694214876034
1.0,0,1.0,0,0,1.0,1.0,0,0.485,0.9704918032786886,0,0,0,0,0,0,0,0.6645161290322581,0,0,1.0,0,0,0.6933333333333334,0,0,1.0,0.5708677685950413
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.5935483870967742,0,0,1.0,0,0,0.63,0,0,0.952,0.49049586776859505
1.0,0.34363636363636363,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.44516129032258067,0,0.7419354838709677,1.0,0,0.23666666666666666,1.0,0,0,1.0,0.4990185950413223
1.0,1.0,0.088,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.7161290322580646,0,0,1.0,0,0,1.0,0,0,0.488,0.4212809917355372
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.566,0.5234504132231405
1.0,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0.7935483870967742,0,0,1.0,0,0,0.18333333333333332,0,0,0.872,0.6085743801652893
1.0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.964,0.5028925619834711
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.3704918032786885,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.84,0.4976239669421488
1.0,0,0,0.7,1.0,1.0,0,0.6373333333333333,0.81,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.9,0.5743801652892562
1.0,1.0,1.0,0,0.712,1.0,1.0,1.0,0.5725,0,0,0,0,0,0,0,0,1.0,0.432258064516129,0.21935483870967742,1.0,0,0,0.82,0,0,0.536,0.4428202479338843
1.0,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0.8451612903225807,0,0,1.0,0,0,1.0,0,0,0.76,0.5882231404958678
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.084,0.5643595041322315
1.0,0.6690909090909091,1.0,0,0,1.0,1.0,0,0,0.8950819672131147,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.8933333333333333,0,0,0.904,0.5576446280991736
1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.7639344262295082,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.984,0.446797520661157
