cannon_1,cannon_2,archer_1,archer_2,goldstorage_1,goldstorage_2,elixerstorage_1,elixerstorage_2,mortar_1,gold_1,gold_2,gold_3,gold_4,elixer_1,elixer_2,elixer_3,elixer_4,barracks_1,barracks_2,barracks_3,townhall_1,research_1,army_1,army_2,builder_1,builder_2,builder_3,builder_4,builder_5,castle_1,total
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0,0.8229508196721311,1.0,0.9737704918032787,0,0,1.0,1.0,0.6903225806451613,1.0,0,1.0,0.8133333333333334,1.0,1.0,0,0.936,0,1.0,0.2285432098765432
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.9180327868852459,0,0,0,0.940983606557377,1.0,1.0,0.6903225806451613,1.0,0,1.0,1.0,0,0,0,1.0,0,0,0.38479012345679015
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.4721311475409836,0,0,0,0,0,0,0,0,0,1.0,0,0.3466666666666667,0,0,0,0,0,0,0,0.48217283950617285
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0,0.9475409836065574,1.0,0.9483870967741935,0,0.7481081081081081,0,0.8933333333333333,1.0,0,0,0,0,0,0,0.432
1.0,1.0,0,1.0,1.0,1.0,0.968,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.41081081081081083,0,0,0,0,0,0,0,0,0,0.5826172839506173
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.9147540983606557,0,0,0.26229508196721313,0.29180327868852457,1.0,1.0,1.0,1.0,0,0,0.68,0,0,0,1.0,0,0,0.43091358024691356
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.18688524590163935,0,0,0,0,0,1.0,0,1.0,0.92,0,0,0.488,0,0,0,0.48503703703703704
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.43934426229508194,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0.47812345679012347
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.16065573770491803,0,0,1.0,1.0,0,1.0,0,1.0,1.0,0,0,0,0.68,0,0,0.4504691358024691
1.0,0.06727272727272728,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.003278688524590164,0,0,0,0,0.8838709677419355,0.9483870967741935,0,0.7135135135135136,0,0.30666666666666664,0.22666666666666666,0,0,0,0,0,0,0.5339753086419753
1.0,0.62,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.21311475409836064,0.5967213114754099,0.7377049180327869,0.8258064516129032,0.6387096774193548,1.0,1.0,0,0.59,1.0,0,0,0,1.0,0,0,0.39293827160493827
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.8524590163934426,0,0.8426229508196721,0,0.7639344262295082,1.0,1.0,0.01935483870967742,1.0,0,1.0,1.0,0,0,0,1.0,0,0,0.37698765432098763
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.7540983606557377,0,0,0.04262295081967213,0.3344262295081967,1.0,1.0,1.0,0.23243243243243245,0,1.0,1.0,0,0,0,1.0,0,0,0.44493827160493826
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.9114754098360656,0,0,0,0.921311475409836,1.0,1.0,0.7677419354838709,0.7859459459459459,0,0,0.5733333333333334,0,0,0,1.0,0,0,0.41906172839506173
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.8524590163934426,0,0.3442622950819672,0,0,0.6387096774193548,0,0,1.0,0.928,1.0,1.0,0,0,1.0,0,0,0,0.4132345679012346
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0.39672131147540984,0.8688524590163934,0,0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0.4561975308641975
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0,0.8557377049180328,1.0,1.0,1.0,0.16324324324324324,0,1.0,1.0,0,0,0,1.0,0,0,0.4565925925925926
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.5066666666666667
1.0,0.34363636363636363,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0,0.9737704918032787,1.0,0.9483870967741935,0,0.7881081081081082,0,1.0,1.0,0,0,0,0,0,0,0.4150617283950617
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.715,0,0,0,0.9442622950819672,0,0,0,0.9704918032786886,0.7677419354838709,1.0,0,1.0,0,0,0,0,0,0,0.744,0,0,0.4183703703703704
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0,0.29180327868852457,1.0,1.0,0,0.8345945945945946,0,0.6533333333333333,1.0,0,0,0,0.128,0,0,0.4485925925925926
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0.18688524590163935,0,0,0,1.0,0.7113513513513513,0,0.8933333333333333,0,0,0,0,1.0,0,0,0.49303703703703705
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.39672131147540984,0,0,1.0,0.535483870967742,0.432258064516129,1.0,1.0,1.0,1.0,0,0,1.0,0.36,0,0,0.3836049382716049
1.0,0.7581818181818182,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,1.0,0,0.22333333333333333,1.0,0,0,0,0,0,0,0.4513086419753086
1.0,0.7927272727272727,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.4666666666666667,1.0,0,0,0,0,0,0,0.4885925925925926
0,1.0,0,1.0,0,1.0,1.0,1.0,0,0,0,0,0.8819672131147541,0,0,0,0.13442622950819672,1.0,1.0,0,0.8789189189189189,0,0,0.8666666666666667,0,0,0,0.744,0,0,0.5445925925925926
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0,0.9147540983606557,1.0,1.0,1.0,0.6616216216216216,0,1.0,1.0,0,0,0,1.0,0,0,0.40928395061728395
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.940983606557377,0,0,0,0,0.4838709677419355,0,0,1.0,0.36,1.0,1.0,0,0,0,0,0,0,0.44967901234567903
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0.24516129032258063,1.0,0.8767567567567568,0,0.30666666666666664,0.22666666666666666,0,0,0,1.0,0,0,0.49046913580246915
1.0,0,0,0.772,1.0,1.0,1.0,1.0,0,0,0,0,0.5901639344262295,0,0,0,0,1.0,0,0,1.0,0,0.21333333333333335,0.36,0,0,0,0,0,0,0.5091358024691358
1.0,0.34363636363636363,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.9475409836065574,0,0,0,0.9147540983606557,1.0,0,0,0.21513513513513513,0,0.38333333333333336,1.0,0,0,0,0,0,0,0.5035555555555555
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8454054054054054,0,0,0,0,0,0,0,0,0,0.5405432098765433
1.0,0.6890909090909091,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.7901639344262295,0.8163934426229508,0,0,0.08196721311475409,1.0,1.0,0,1.0,0,0.4666666666666667,1.0,0,0,0,0.744,0,0,0.40074074074074073
1.0,0,0,1.0,1.0,1.0,1.0,0.6053333333333333,1.0,0,0,0,0.940983606557377,0,0,0,0,0.5870967741935483,0.012903225806451613,0,1.0,0,0.94,0,0,0,0,0,0,0,0.497679012345679
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0.43278688524590164,1.0,0,0,1.0,1.0,0,1.0,0,1.0,0.8933333333333333,0,0,0.352,0.872,0,0,0.37846913580246916
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.7934426229508197,0,0,0,0,1.0,1.0,0,0.8832432432432432,0,1.0,0.12,0,0,0,0,0,0,0.4765432098765432
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.3540983606557377,0.21311475409836064,1.0,0,0,1.0,1.0,1.0,1.0,0,0.9466666666666667,0.9733333333333334,0,0,0,1.0,0,0,0.3912098765432099
1.0,0,0,0.658,1.0,1.0,1.0,0.25066666666666665,0,0,1.0,0,0.6491803278688525,1.0,1.0,0.07213114754098361,0.7573770491803279,1.0,1.0,1.0,1.0,0,1.0,1.0,0,0,0.2,1.0,0,0,0.36261728395061726
0,1.0,0,1.0,0.27466666666666667,1.0,1.0,1.0,0.8575,0,0,0,0,0,0,0,0,0.6838709677419355,0.6903225806451613,0.4838709677419355,1.0,0,0,1.0,0,0,0,1.0,0,0,0.5219259259259259
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.16065573770491803,0.7096774193548387,0.5290322580645161,0.4838709677419355,0.8854054054054054,0,1.0,1.0,0,0,0,0,0,0,0.44641975308641973
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0.6196721311475409,0.5935483870967742,0,0,1.0,0.968,1.0,1.0,0,0,0.424,0,0,0,0.4374320987654321
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.5573770491803278,0,0.42295081967213116,0,0,0.6903225806451613,0.07096774193548387,0,0.9135135135135135,0,1.0,0,0,0,0,0,0,0,0.49066666666666664
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.9525,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.5076049382716049
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0,0.5540983606557377,1.0,0,0,0.2562162162162162,0,0.44,1.0,0,0,0,0,0,0,0.5167407407407407
1.0,0.8272727272727273,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.8819672131147541,0.7639344262295082,0.06885245901639345,0,0,0.7096774193548387,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0.4093333333333333
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.7442622950819672,0,0,0.6459016393442623,1.0,1.0,1.0,1.0,0.7232432432432433,0,1.0,1.0,0,0,0,1.0,0,0,0.3893333333333333
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.5147540983606558,0.7639344262295082,1.0,0,1.0,1.0,1.0,0,1.0,0,1.0,1.0,0,0,0.064,0,0,0,0.33698765432098765
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.9475409836065574,0,0.029508196721311476,0,0.09508196721311475,1.0,1.0,0.38064516129032255,0.9124324324324324,0,1.0,1.0,0,0,0,1.0,0,0,0.4212345679012346
1.0,0.9654545454545455,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0.10819672131147541,0,0,0,0,0,0,0.7664864864864865,0,1.0,0.5066666666666667,0,0,0,0,0,0,0.5007901234567901
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.9737704918032787,0,0,0.5442622950819672,0.6065573770491803,1.0,1.0,1.0,0.9913513513513513,0,0.5733333333333334,1.0,0,0,0,1.0,0,0,0.3854814814814815
1.0,0,0,0.316,1.0,1.0,1.0,0.472,0,0,0,0,0.3377049180327869,0,1.0,0,0,0,0.17419354838709677,0,0.16108108108108107,0,1.0,0.92,0,0,0.936,0,0,0,0.5748148148148148
1.0,0.5854545454545454,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0.9483870967741935,1.0,0.17419354838709677,0.7632432432432432,0,1.0,1.0,0,0,0,1.0,0,0,0.4250864197530864
1.0,0.7927272727272727,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.9475409836065574,0,0,0,0,0.8838709677419355,1.0,0,0.14594594594594595,0,1.0,1.0,0,0,0,0.2,0,0,0.490962962962963
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0.8360655737704918,0.9442622950819672,1.0,1.0,1.0,1.0,0,0.8933333333333333,1.0,0,0,0,1.0,0,0,0.35545679012345677
1.0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0.029508196721311476,0,0.3180327868852459,0,1.0,1.0,1.0,0,0.3027027027027027,0,0.9733333333333334,1.0,0,0,0,0.936,0,0,0.5748148148148148
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.8163934426229508,0,0,0,0,0,1.0,0.8451612903225807,0.34702702702702704,0,0.8933333333333333,0.9466666666666667,0,0,0,1.0,0,0,0.4663703703703704
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.4838709677419355,0.832258064516129,0,0.8918918918918919,0,1.0,0.68,0,0,0,0,0,0,0.49353086419753084
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.8950819672131147,0,0,0.4459016393442623,0,0.9483870967741935,1.0,1.0,0.16972972972972972,0,0,0.94,0,0,0,1.0,0,0,0.4765432098765432
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.7442622950819672,0,0,0.3180327868852459,0.4819672131147541,1.0,1.0,1.0,0.9902702702702703,0,1.0,1.0,0,0,0,1.0,0,0,0.39041975308641974
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0.19,0,0,0,0,0,0,0.518320987654321
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0.5278688524590164,0.23934426229508196,0,0,0,0,0,1.0,0,1.0,0.9733333333333334,0,0,0,0,0,0,0.4448395061728395
1.0,0.3090909090909091,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.6163934426229508,0,0,0.8163934426229508,0.42295081967213116,1.0,1.0,1.0,0.6778378378378378,0,1.0,1.0,0,0,0,1.0,0,0,0.4011851851851852
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8432432432432433,0,0.41333333333333333,0.14,0,0,0,0,0,0,0.5243456790123456
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0.5540983606557377,1.0,0,0.9114754098360656,1.0,0,0,0.9416216216216217,0,0.76,1.0,0,0,0,0,0,0,0.38706172839506175
1.0,0.7236363636363636,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.18688524590163935,0,0,0,0.29180327868852457,1.0,1.0,0,0.1827027027027027,0,0,1.0,0,0,0,0.808,0,0,0.5239506172839506
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0.2129032258064516,0,1.0,0,0.89,0.6533333333333333,0,0,0,0,0,0,0.48928395061728397
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.6459016393442623,0,0,0,1.0,1.0,1.0,1.0,0.667027027027027,0,0.9466666666666667,1.0,0,0,0,1.0,0,0,0.41846913580246914
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.7377049180327869,0,0,0,0.8524590163934426,0,0.27741935483870966,0,1.0,0,0.8933333333333333,1.0,0,0,0,0,0,0,0.44533333333333336
1.0,0.03272727272727273,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.46229508196721314,0,0.8426229508196721,0,0,1.0,1.0,0,1.0,0,1.0,0.8666666666666667,0,0,0,1.0,0,0,0.4151111111111111
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.8950819672131147,0,0,0,1.0,1.0,1.0,0,0.35783783783783785,0,1.0,1.0,0,0,0,0.424,0,0,0.4600493827160494
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.6786885245901639,0,0.7901639344262295,0,0,0.41935483870967744,1.0,1.0,0.7956756756756757,0,1.0,0.7066666666666667,0,0,0,1.0,0,0,0.42804938271604936
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9475409836065574,0,0,0,0,0,0,0,0,0,1.0,0,0.25333333333333335,0,0,0.36,0,0,0,0,0.48592592592592593
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.5725,0,0,0,0,0,0,0,0.5573770491803278,1.0,0.7419354838709677,0,1.0,0,0,0.4066666666666667,0,0,0,0,0,0,0.4596049382716049
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.8524590163934426,0,0,0,0.6459016393442623,1.0,1.0,0.6903225806451613,0.36324324324324325,0,0,1.0,0,0,0,1.0,0,0,0.48345679012345677
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.921311475409836,0,0,0,0.940983606557377,1.0,0,0,1.0,0,0.9466666666666667,1.0,0,0,0,0,0,0,0.42449382716049383
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.8262295081967214,0,0,0,0,0.896774193548387,0,0,0.9221621621621622,0,1.0,1.0,0,0,0,0,0,0,0.43565432098765433
1.0,0.1709090909090909,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.921311475409836,0.8688524590163934,0.6819672131147541,0,0.7344262295081967,1.0,1.0,0,0.9902702702702703,0,1.0,1.0,0,0,0,0,0,0,0.36335802469135803
1.0,0.10181818181818182,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.2459016393442623,0.921311475409836,0,0,1.0,0.17704918032786884,1.0,1.0,1.0,0.7783783783783784,0,0,1.0,0,0,0,1.0,0,0,0.4125432098765432
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.8767567567567568,0,1.0,0.21333333333333335,0,0,0,0,0,0,0.5017283950617284
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.5967213114754099,0,0,0,0,0,1.0,0.6903225806451613,0.4518918918918919,0,0.8933333333333333,0,0,0,0,1.0,0,0,0.49382716049382713
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.839344262295082,0.7377049180327869,0.6852459016393443,0,1.0,1.0,1.0,0,1.0,0,0.7066666666666667,1.0,0,0,0,0.872,0,0,0.36335802469135803
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,0.8451612903225807,1.0,0,1.0,0,1.0,0.8666666666666667,0,0,0.616,0,0,0,0.4322962962962963
1.0,0.6545454545454545,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.6163934426229508,0,0,0,1.0,1.0,1.0,0.6903225806451613,1.0,0,1.0,1.0,0,0,0,1.0,0,0,0.374320987654321
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.9027027027027027,0,1.0,0,0,0,0,0,0,0,0.5328395061728395
1.0,0.4127272727272727,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0.8163934426229508,0.9475409836065574,0.9419354838709677,1.0,1.0,0.3362162162162162,0,0.14666666666666667,1.0,0,0,0,1.0,0,0,0.4283950617283951
1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.47540983606557374,0,0,0,0.05573770491803279,0,1.0,0.22580645161290322,0.6594594594594595,0,0,0,0,0,0,1.0,0,0,0.5104197530864197
1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0.7114754098360656,0.9114754098360656,0,0,0,0,0,0.9902702702702703,1.0,1.0,0.8666666666666667,0,0,0.744,0,0,0,0.4163950617283951
1.0,0.10181818181818182,0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0.8688524590163934,0,0,0.022950819672131147,0.05573770491803279,1.0,1.0,1.0,0.47135135135135137,0,0.92,1.0,0,0,0,1.0,0,0,0.4554074074074074
1.0,1.0,0,1.0,1.0,0.96,1.0,1.0,0,0,0,0,1.0,0,0,0,0,0.5935483870967742,0.6387096774193548,0,0,0,1.0,1.0,0,0,0,0,0,0,0.5126913580246913
