cannon_1,cannon_2,archer_1,archer_2,army_1,army_2,goldstorage_1,goldstorage_2,elixerstorage_1,elixerstorage_2,barracks_1,barracks_2,barracks_3,mortar_1,builder_1,gold_1,gold_2,gold_3,gold_4,elixer_1,elixer_2,elixerstorage_3,elixer_3,townhall_1,research_1,castle_1,total
1.0,0,1.0,1.0,0,0.94,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,0.15081967213114755,0,0,0,0,0.7081967213114754,0.616,0,1.0,0,0.728,0.34074074074074073
1.0,0,1.0,0.278,0.46,0.9733333333333334,1.0,1.0,1.0,1.0,0.32903225806451614,0.7419354838709677,0,1.0,0,0,0,0,0.08524590163934426,0.8885245901639345,0.9114754098360656,0,0,1.0,1.0,0,0.3811851851851852
1.0,0,1.0,0,0,1.0,1.0,0.8173333333333334,1.0,1.0,0.34838709677419355,0.5870967741935483,0,1.0,0,0,0,0,0,0.9704918032786886,0.6491803278688525,0,0,1.0,0,0,0.4491851851851852
1.0,0,1.0,0.126,0.7966666666666666,0.58,1.0,1.0,1.0,1.0,0.6903225806451613,0,0.2,1.0,0,0,0,0,0,0.6459016393442623,0,0.456,0,1.0,0,0.334,0.4011358024691358
1.0,0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0.5306666666666666,0,1.0,0,0.418,0.4437530864197531
1.0,0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0.7677419354838709,0.432258064516129,1.0,0,0,0,0,1.0,0,0,0.9146666666666666,0.7508196721311475,1.0,1.0,1.0,0.29076543209876543
1.0,0,1.0,1.0,0.08666666666666667,0.97,1.0,1.0,1.0,1.0,1.0,0.12258064516129032,1.0,1.0,0,0,0,0,0,0,0,0.22133333333333333,0,1.0,0,0,0.42350617283950615
1.0,0,1.0,0,0,0.61,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0.8524590163934426,0,0,0,0,0.6786885245901639,0,0,1.0,0,0,0.43358024691358027
1.0,0,1.0,0.278,0,0.7966666666666666,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0,0,1.0,0,0.06229508196721312,0,0.2853333333333333,0,1.0,0,0.362,0.41160493827160494
1.0,0,1.0,1.0,0,0.94,1.0,1.0,1.0,1.0,0.9419354838709677,0,0,1.0,0.568,0.19344262295081968,0,0,0,0,0.42295081967213116,0.7906666666666666,0,1.0,0,0.728,0.3413333333333333
1.0,0,1.0,0.278,0.55,1.0,1.0,1.0,1.0,1.0,0.07096774193548387,0.7935483870967742,0,1.0,0,0,0,0,0,0.839344262295082,0.8262295081967214,0,0,1.0,0,0,0.4121975308641975
1.0,0,1.0,0,0.5933333333333334,1.0,1.0,1.0,1.0,1.0,0.9419354838709677,0,0,0.905,0,0.5016393442622951,0,0,0,0.9114754098360656,0.11147540983606558,0,0,1.0,0,0,0.42271604938271606
1.0,0,1.0,0,0.5766666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.7935483870967742,0,0.0975,0,0,0,0,0.8524590163934426,0.9475409836065574,0.9704918032786886,0,0,1.0,1.0,0,0.36390123456790124
1.0,0,1.0,0.164,0,0.5466666666666666,1.0,1.0,1.0,1.0,0,0.896774193548387,0.6064516129032258,1.0,0,0,0,0,0,0.8524590163934426,0.9442622950819672,0.216,0,1.0,0,0.362,0.3971358024691358
1.0,0,1.0,0,0.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2786885245901639,0,0,0,0.5868852459016394,0.7639344262295082,0.9146666666666666,0,1.0,1.0,0.104,0.2905679012345679
1.0,0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.12903225806451613,1.0,0,0,0,0,0,0.7344262295081967,0.7442622950819672,0.064,0,1.0,0,0,0.4075061728395062
1.0,0,1.0,0.164,0.07333333333333333,0.91,1.0,0.9253333333333333,1.0,1.0,0.9483870967741935,0,1.0,1.0,1.0,0,0,0.7868852459016393,0,0.9704918032786886,0,1.0,0,1.0,0,0,0.33155555555555555
1.0,0,1.0,1.0,0,0.9733333333333334,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.472,0,0,0.9475409836065574,0.47540983606557374,0.13114754098360656,0.6163934426229508,0.488,0,1.0,0,0.64,0.305283950617284
1.0,0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,0.9114754098360656,0,0.1540983606557377,0,0,0,1.0,0,1.0,0,0.73,0.33382716049382716
1.0,0.5854545454545454,0.734,1.0,0,0.97,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0.608,0,0,0.6196721311475409,0,0,0.4819672131147541,0.7866666666666666,0,1.0,0.54,0.892,0.2939753086419753
1.0,0.44727272727272727,1.0,1.0,0,0.03,1.0,1.0,1.0,1.0,0,0,0.7870967741935484,1.0,0,0,0,0,0.3442622950819672,0,0,0.9893333333333333,0,1.0,0.456,0.984,0.33511111111111114
1.0,0,1.0,0.278,0,0.6,1.0,1.0,1.0,1.0,0.535483870967742,0.7419354838709677,0.41935483870967744,1.0,0,0,0,0.20327868852459016,0,0.6032786885245902,0.9114754098360656,1.0,0,1.0,0.928,0.55,0.30187654320987656
1.0,0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.34838709677419355,0,1.0,1.0,0.64,0,0,0.7639344262295082,0,0.7180327868852459,0,0.43466666666666665,0,1.0,0,0.022,0.39723456790123457
1.0,0,1.0,1.0,0,0.6,1.0,1.0,1.0,1.0,0.07741935483870968,0,1.0,1.0,1.0,0.10819672131147541,0,0.7049180327868853,0,0,0,0.8613333333333333,0,1.0,0,0.072,0.36523456790123454
1.0,0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0.8451612903225807,0.4838709677419355,1.0,1.0,0.712,0,0,0.659016393442623,0,0,0.05573770491803279,0.6693333333333333,0,1.0,0,1.0,0.3387654320987654
1.0,0,1.0,0.202,0,0.91,1.0,1.0,1.0,1.0,0.6193548387096774,0.7419354838709677,1.0,1.0,0.424,0,0,0,0,1.0,0.8852459016393442,0.62,0,1.0,0,0.562,0.3245925925925926
1.0,0.1709090909090909,0.924,1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.940983606557377,0,0,0.940983606557377,0,0.921311475409836,0.8506666666666667,0,1.0,0.532,1.0,0.248
1.0,0,1.0,1.0,0.58,0.82,1.0,1.0,1.0,1.0,0.9483870967741935,0,0.9419354838709677,1.0,1.0,0.2,0,0.6754098360655738,0,0.8688524590163934,0.33114754098360655,0.44533333333333336,0,1.0,0,0.676,0.2920493827160494
1.0,0,1.0,0.62,0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.06557377049180328,0,0.940983606557377,0,0.28852459016393445,0.8327868852459016,0.5306666666666666,0,1.0,0,0.104,0.33195061728395064
1.0,0,1.0,0.24,0.58,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.08196721311475409,0,0.940983606557377,0,0,0,0.616,0,1.0,0,0,0.3562469135802469
1.0,0,1.0,0.468,0.25333333333333335,0.9733333333333334,1.0,1.0,1.0,1.0,0.432258064516129,1.0,0,1.0,0,0,0,0,0,0.9442622950819672,0.9114754098360656,0,0,1.0,0,0,0.4026666666666667
1.0,0,1.0,0.012,0,0.76,1.0,1.0,1.0,1.0,0.9419354838709677,0,0,1.0,0,0,0,0,0,0,0.7114754098360656,0.304,0,1.0,0,0.198,0.4374320987654321
1.0,0,1.0,0.772,0.4066666666666667,0.8133333333333334,1.0,1.0,1.0,1.0,0,0,0.12258064516129032,1.0,1.0,0.3704918032786885,0,0,0,0,0,0.712,0,1.0,0,0,0.3950617283950617
1.0,0,1.0,0.316,0,1.0,1.0,0.8133333333333334,1.0,1.0,0.4838709677419355,1.0,0,1.0,0,0,0,0,0,1.0,0.6491803278688525,0,0,1.0,0,0,0.43239506172839504
1.0,0.49818181818181817,1.0,1.0,0,0.5166666666666667,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0,0,0.04918032786885246,0,0,0,0.264,0,1.0,0,0.402,0.4186666666666667
1.0,0,1.0,0.696,0,1.0,1.0,1.0,1.0,1.0,0,0.432258064516129,0,1.0,0,0,0,0,0,0,0.8524590163934426,0,0,1.0,0,0.584,0.42044444444444445
1.0,0,1.0,0.81,0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,0,0,0,0,0.9737704918032787,0.7278688524590164,0.6906666666666667,0,1.0,0,0.172,0.33723456790123457
1.0,0.7581818181818182,1.0,1.0,0,0.31333333333333335,1.0,1.0,1.0,1.0,0,0,0.6903225806451613,1.0,0,0,0,0.8852459016393442,0.1737704918032787,0.13442622950819672,0,1.0,0,1.0,0,0.748,0.3162962962962963
1.0,0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0.424,0,0,1.0,0,0.25901639344262295,0.23934426229508196,0.904,0,1.0,0,0.892,0.32701234567901233
1.0,0,1.0,0.658,0,0.3333333333333333,1.0,1.0,1.0,1.0,0,0.38064516129032255,1.0,1.0,0.936,0,0,0.9114754098360656,0,0.8950819672131147,0.5278688524590164,1.0,0,1.0,0.04,0.148,0.3168888888888889
1.0,0,1.0,0.658,0,0.44,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.608,0,0,1.0,0,0.5672131147540984,1.0,0.9253333333333333,0,1.0,0.456,0.91,0.2589135802469136
1.0,0,1.0,1.0,0,0.9733333333333334,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0,0,0,0.38688524590163936,0.29180327868852457,0,0.7546666666666667,0,1.0,0,0.388,0.36404938271604936
1.0,0,1.0,0.088,0,1.0,1.0,1.0,1.0,1.0,0.4129032258064516,0,0.6838709677419355,1.0,0,0,0,0,0,0.8885245901639345,0,0.7333333333333333,0,1.0,0,0.858,0.3563456790123457
1.0,0,1.0,0,0.37,1.0,1.0,0.7226666666666667,1.0,1.0,0,0.17419354838709677,0,1.0,0,0,0,0,0,1.0,0.7049180327868853,0,0,1.0,0,0,0.454320987654321
1.0,0,1.0,0.392,0.79,1.0,1.0,1.0,1.0,1.0,1.0,0.16129032258064516,0.3741935483870968,1.0,0.856,0.3114754098360656,0,0,1.0,0.14426229508196722,0,0.7693333333333333,0,1.0,1.0,0.622,0.275358024691358
1.0,0,1.0,1.0,0,0.94,1.0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,0,0.8826666666666667,0.8229508196721311,1.0,0.896,1.0,0.2840493827160494
1.0,0,1.0,0.734,0,0.8933333333333333,1.0,1.0,1.0,1.0,0,0.535483870967742,0,1.0,0,0,0,0.380327868852459,0,0,0.8950819672131147,0.9253333333333333,0,1.0,0,0.658,0.33614814814814814
1.0,0,1.0,1.0,0,0.76,1.0,1.0,1.0,1.0,0.4838709677419355,0,1.0,1.0,1.0,0.7639344262295082,0,1.0,0,0.02622950819672131,0.10491803278688525,0.7013333333333334,0,1.0,0,0.1,0.33214814814814814
1.0,1.0,0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0.39672131147540984,0,1.0,0.9333333333333333,0.6557377049180327,1.0,1.0,1.0,0.29619753086419753
1.0,0,1.0,0.81,0,1.0,1.0,0.8933333333333333,1.0,1.0,0,0.9483870967741935,1.0,1.0,0.616,0,0,0,0,1.0,0.940983606557377,0,0,1.0,0,0,0.3907654320987654
1.0,0,1.0,0,0,0.25333333333333335,1.0,1.0,1.0,1.0,0.05161290322580645,1.0,0,1.0,0,0,0,0,0,0.2754098360655738,0.8819672131147541,0,0,1.0,0,0,0.4699259259259259
1.0,0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0.432258064516129,1.0,0,0,0,0,0,0,0,0.9226666666666666,0,1.0,0,0,0.39911111111111114
1.0,0,1.0,0.734,0,0.97,1.0,1.0,1.0,1.0,0,0.896774193548387,1.0,1.0,1.0,0.4459016393442623,0,0,0,0.5901639344262295,1.0,0.9253333333333333,0,1.0,0,0.984,0.26167901234567903
1.0,0,1.0,1.0,0.47333333333333333,0.9733333333333334,1.0,1.0,1.0,1.0,0,0,0,1.0,0,0.4491803278688525,0,0,0,0,0,0.6933333333333334,0,1.0,0,0.784,0.3572345679012346
1.0,0,1.0,0.202,0,0.7366666666666667,1.0,1.0,1.0,1.0,0,0.8451612903225807,0,1.0,0,0,0,0.9180327868852459,0,0.7114754098360656,0.9704918032786886,0.7226666666666667,0,1.0,0.136,1.0,0.30404938271604937
1.0,0,1.0,0.506,0.11666666666666667,1.0,1.0,1.0,1.0,1.0,0.27741935483870966,0,1.0,1.0,1.0,1.0,0,0.7934426229508197,0,0,0,0.4026666666666667,0,1.0,0,0.696,0.33269135802469135
1.0,0.8618181818181818,0.892,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0.6387096774193548,1.0,0,0,0,0,0.18688524590163935,0,0,0.7653333333333333,0,1.0,0,0.982,0.3327407407407407
1.0,0,1.0,0.772,0.07333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0.3639344262295082,0.4360655737704918,0.648,0,1.0,0,0.55,0.3022222222222222
1.0,0,1.0,0.582,0.24666666666666667,0.84,1.0,1.0,1.0,1.0,0.6645161290322581,0,1.0,1.0,1.0,0,0,0,1.0,0.6459016393442623,0.6459016393442623,0,0,1.0,1.0,0.006,0.3499753086419753
1.0,0,1.0,0.354,0,0.9733333333333334,1.0,1.0,1.0,1.0,0,1.0,0,1.0,0.872,1.0,0,0,0,0.8262295081967214,0.7213114754098361,0.8826666666666667,0,1.0,0,0.424,0.301679012345679
1.0,0,1.0,0.012,0,1.0,1.0,1.0,1.0,1.0,0,0.9483870967741935,1.0,1.0,1.0,1.0,0,0,0,0.7245901639344262,0.9737704918032787,0.7506666666666667,0,1.0,0,0.088,0.31506172839506175
1.0,0.7581818181818182,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0.4786885245901639,0,0,0,1.0,0,1.0,0,1.0,0.31560493827160496
1.0,0.3781818181818182,1.0,1.0,0,0.023333333333333334,1.0,1.0,1.0,1.0,0,0,0.8903225806451613,1.0,0,0,0,0.7934426229508197,0.10163934426229508,0,0,1.0,0,1.0,0,1.0,0.32869135802469135
1.0,0.44727272727272727,1.0,1.0,0,0.18666666666666668,1.0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0.6163934426229508,0,0.5093333333333333,0,1.0,0,0.46,0.40701234567901234
1.0,0,1.0,0,0,0.94,1.0,0,1.0,0.104,0.41935483870967744,1.0,0,0.5725,0,0,0,0,0,0.9737704918032787,0.2819672131147541,0,0,1.0,0,0,0.5898765432098766
1.0,0,1.0,1.0,0.83,0,1.0,1.0,1.0,1.0,0.7935483870967742,0,0.32903225806451614,1.0,0,0,0,0,0.3180327868852459,0,0,0.3933333333333333,0,1.0,0,0.91,0.3782716049382716
1.0,0.3090909090909091,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0.6387096774193548,0,1.0,0,0,0,0,1.0,0,0.8819672131147541,0.152,0.13114754098360656,1.0,1.0,1.0,0.30992592592592594
1.0,0,1.0,1.0,0,0.5733333333333334,1.0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0.9737704918032787,0,0.9253333333333333,0,1.0,0,0.454,0.3664197530864198
1.0,0,1.0,1.0,0,0.9733333333333334,1.0,1.0,1.0,1.0,0.32903225806451614,0.7935483870967742,0,1.0,0.28,0,0,0,1.0,0,0.9704918032786886,0.7546666666666667,0,1.0,1.0,0.388,0.2951111111111111
1.0,0,1.0,1.0,0,0.9466666666666667,1.0,1.0,1.0,1.0,0,0.7419354838709677,0,1.0,0,0,0,0,0,0,0.6786885245901639,0.6626666666666666,0,1.0,0,0.624,0.3639506172839506
1.0,0,1.0,0.658,0,0.73,1.0,1.0,1.0,1.0,0.7935483870967742,0,0,1.0,0,0,0,0,0,0,0.8032786885245902,0.26,0,1.0,0,0,0.43491358024691357
1.0,0,1.0,0.506,0,0.9733333333333334,1.0,1.0,1.0,1.0,0.7935483870967742,0,1.0,1.0,0.928,0,0,0,0,0.9114754098360656,0,0.5933333333333334,0,1.0,0,0.874,0.33358024691358024
1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.567741935483871,1.0,0,1.0,0,0,0,0,0,1.0,0.7344262295081967,0,0,1.0,0,0,0.36819753086419754
1.0,0,1.0,1.0,0,0.97,1.0,1.0,1.0,1.0,0,0.535483870967742,0,1.0,0,0,0,0,1.0,0,0.14426229508196722,0,0,1.0,0,0.776,0.39397530864197533
1.0,0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0.17419354838709677,1.0,1.0,0,0,0,0,0,0,0.4098360655737705,0.014666666666666666,0,1.0,0,0,0.47229629629629627
1.0,0,1.0,0.05,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,0.35081967213114756,0,1.0,0,0.940983606557377,0.780327868852459,0.4026666666666667,0,1.0,0,0,0.3475061728395062
1.0,0,1.0,0,0.6733333333333333,1.0,1.0,1.0,1.0,1.0,0.6387096774193548,1.0,1.0,0.4775,0.928,1.0,0,0,0,0.9147540983606557,0.43934426229508194,0.45066666666666666,0,1.0,0,0.064,0.32982716049382715
1.0,0,1.0,1.0,0,0.5733333333333334,1.0,1.0,1.0,1.0,0,0.17419354838709677,1.0,1.0,0.808,0,0,0.8327868852459016,1.0,0.4491803278688525,0.05573770491803279,0.7973333333333333,0,1.0,1.0,0.694,0.270320987654321
1.0,0.4127272727272727,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0.9114754098360656,0,0,0.676,0,1.0,0.964,0.802,0.35155555555555557
1.0,0,1.0,0,0,0.64,1.0,1.0,1.0,1.0,1.0,0,0.6903225806451613,0.9525,0.64,0.3442622950819672,0,0,0,0.7049180327868853,0,0,0,1.0,0,0,0.44498765432098764
1.0,0,1.0,0,0.13,0.92,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,0,0,0,0.9737704918032787,0.17049180327868851,1.0,0,1.0,0,0.872,0.31506172839506175
1.0,0.34363636363636363,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0,0,0,1.0,0,0.23934426229508196,0.7866666666666666,0,1.0,1.0,0.426,0.3377283950617284
0.3090909090909091,0.9654545454545455,0,1.0,0,0,1.0,1.0,0.936,1.0,0,1.0,1.0,1.0,0.736,0,0,0.9114754098360656,0.8163934426229508,0,0.380327868852459,1.0,0.6885245901639344,1.0,0.408,1.0,0.2681975308641975
1.0,0,1.0,0.772,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0.872,0.13442622950819672,0,0.9737704918032787,0,0.19344262295081968,0.22950819672131148,0.7973333333333333,0,1.0,0,0.712,0.3132839506172839
1.0,0,1.0,0,0.20666666666666667,1.0,1.0,0.988,1.0,1.0,0.4774193548387097,0.9483870967741935,0,1.0,0,1.0,0,0,0,0.8426229508196721,0.5049180327868853,0,0,1.0,0,0,0.40098765432098765
1.0,0,1.0,0.81,0,0.9466666666666667,1.0,1.0,1.0,1.0,0,0.7677419354838709,0.7741935483870968,1.0,0,0,0,0.8229508196721311,0,1.0,0,1.0,0.9704918032786886,1.0,0.072,1.0,0.24735802469135804
1.0,0.44727272727272727,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,0.05573770491803279,0,0.8360655737704918,0.07540983606557378,0.6852459016393443,0,1.0,0.18032786885245902,1.0,0,1.0,0.2852345679012346
1.0,0,1.0,0.772,0,1.0,1.0,1.0,1.0,1.0,0.6774193548387096,0.7935483870967742,1.0,1.0,0.368,0,0,0,0,0.2459016393442623,0.8524590163934426,0.388,0,1.0,0,0.824,0.3348148148148148
1.0,0,1.0,0.62,0.76,0.6,1.0,1.0,1.0,1.0,0.6387096774193548,0,0.12903225806451613,1.0,0,0,0,0,0,0.4065573770491803,0.02622950819672131,0.6586666666666666,0,1.0,0,0.784,0.36049382716049383
1.0,0,1.0,1.0,0,0.09,1.0,1.0,1.0,1.0,0,0.5870967741935483,0.7419354838709677,1.0,0,0,0,0,1.0,0.9737704918032787,0.05573770491803279,0.8186666666666667,0,1.0,0,0.712,0.3237530864197531
1.0,0.3090909090909091,1.0,1.0,0,0.94,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0.352,0,0,0,1.0,0.8163934426229508,0,0.4866666666666667,0,1.0,1.0,0.038,0.3304691358024691
1.0,0,1.0,0.772,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,0.928,1.0,0,0,0,0,0,0,0,1.0,0,0,0.4228148148148148
1.0,0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,1.0,0,0,0,0,0,0.6,0.6754098360655738,0.508,0,1.0,0,0,0.4074074074074074
1.0,0,1.0,1.0,0.06666666666666667,0.9166666666666666,1.0,1.0,1.0,1.0,0.9483870967741935,0,1.0,1.0,1.0,0.9704918032786886,0,0,0.940983606557377,0,0,0.6906666666666667,0,1.0,0.604,0.424,0.2878024691358025
1.0,0,1.0,0.278,0,1.0,1.0,1.0,1.0,1.0,0.9483870967741935,0,1.0,1.0,1.0,0.9737704918032787,0,0,0.5278688524590164,0.9475409836065574,0,0.5493333333333333,0,1.0,0,0.802,0.2956543209876543
1.0,0,1.0,1.0,0.16333333333333333,0.9733333333333334,1.0,1.0,1.0,1.0,0.24516129032258063,0,0.07096774193548387,1.0,0,0,0,0,0,0,0.46885245901639344,0.12933333333333333,0,1.0,0.056,0.728,0.40414814814814815
1.0,0.3781818181818182,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0.22580645161290322,0,1.0,0,0,0,0,0.3442622950819672,0,0.23278688524590163,0.244,0,1.0,0,0.766,0.38706172839506175
1.0,0,1.0,0.24,0,0.82,1.0,0.968,1.0,1.0,0.7419354838709677,1.0,1.0,1.0,1.0,0.25245901639344265,0,0,0,0.9114754098360656,0.8360655737704918,0.018666666666666668,0,1.0,0,0,0.3845925925925926
1.0,0,1.0,0,0.6533333333333333,1.0,1.0,1.0,1.0,1.0,0,0.7870967741935484,0,1.0,0,0,0,0,0,0.9737704918032787,0,0,0,1.0,0,0,0.4380246913580247
1.0,0,1.0,0.848,0,0.7866666666666666,1.0,0.904,1.0,1.0,0.6516129032258065,1.0,0,1.0,0,0.7639344262295082,0,0,0,0.6065573770491803,0,0.528,0,1.0,0,0,0.3855802469135802
1.0,0,1.0,1.0,0,0.4633333333333333,1.0,1.0,1.0,1.0,0.6774193548387096,0.896774193548387,1.0,1.0,1.0,0,0,0,0,0,0.4098360655737705,0.34933333333333333,0,1.0,0,0,0.4
0.6545454545454545,0.7581818181818182,0,1.0,0,0.55,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0.936,0,0,0.921311475409836,0.8524590163934426,0.7934426229508197,0.2098360655737705,0.8506666666666667,0,1.0,0,0.892,0.28330864197530864
1.0,0,1.0,1.0,0,0.8366666666666667,1.0,1.0,1.0,1.0,0,0.7419354838709677,0,1.0,0,0,0,0,0,0,0.8819672131147541,0.8386666666666667,0,1.0,1.0,1.0,0.30479012345679013
1.0,0,1.0,1.0,0.8833333333333333,1.0,1.0,1.0,1.0,1.0,0.7419354838709677,0,1.0,1.0,0.352,0,0,0,0,1.0,0.4163934426229508,0.19066666666666668,0,1.0,0,0,0.3600987654320988
1.0,0,1.0,0.658,0.10666666666666667,1.0,1.0,1.0,1.0,1.0,0.432258064516129,0.27741935483870966,1.0,1.0,0,0.9704918032786886,0,0.26229508196721313,0,0.14754098360655737,0.940983606557377,0.7973333333333333,0,1.0,0,0.76,0.2866666666666667
1.0,0,1.0,0.468,0.4866666666666667,0.6533333333333333,1.0,0.8186666666666667,1.0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0.7049180327868853,0.4459016393442623,0.7893333333333333,0,1.0,0,0,0.37274074074074076
1.0,0.7927272727272727,0.164,1.0,0,0.9733333333333334,1.0,1.0,1.0,1.0,0,0.07096774193548387,0,1.0,0,0,0,0.8229508196721311,0.09836065573770492,0.5606557377049181,0.29180327868852457,0.8506666666666667,0,1.0,1.0,0.964,0.28414814814814815
1.0,0.27454545454545454,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0.36065573770491804,0.6693333333333333,0,1.0,0,0.244,0.39412345679012345
