barbarian_0_x,barbarian_0_y,barbarian_1_x,barbarian_1_y,barbarian_2_x,barbarian_2_y,barbarian_3_x,barbarian_3_y,barbarian_4_x,barbarian_4_y,barbarian_5_x,barbarian_5_y,barbarian_6_x,barbarian_6_y,barbarian_7_x,barbarian_7_y,barbarian_8_x,barbarian_8_y,barbarian_9_x,barbarian_9_y,archer_0_x,archer_0_y,archer_1_x,archer_1_y,archer_2_x,archer_2_y,archer_3_x,archer_3_y,archer_4_x,archer_4_y,archer_5_x,archer_5_y,archer_6_x,archer_6_y,archer_7_x,archer_7_y,archer_8_x,archer_8_y,archer_9_x,archer_9_y,giant_0_x,giant_0_y,giant_1_x,giant_1_y,giant_2_x,giant_2_y
-11,-19,27,-9,45,40,30,4,5,43,-20,-20,43,33,-3,-10,42,-8,34,27,35,10,-17,-18,-11,-11,-11,34,16,36,-7,47,5,30,-11,38,34,-18,31,12,-15,40,44,20,-1,38
2,-2,39,-16,22,-10,2,34,0,46,-5,2,15,29,-7,-20,29,42,40,-5,-9,25,-7,14,-20,-5,44,39,-14,14,18,37,-12,42,-8,39,-11,37,-5,29,29,23,37,-8,44,-12
-16,8,41,-10,-2,18,-9,-17,-7,4,-2,47,41,-11,-2,5,47,39,-9,10,30,-10,-3,-12,41,47,7,33,15,46,15,-16,-9,11,-5,-11,-8,38,6,29,12,47,10,-16,46,2
-14,-19,-9,24,19,-11,31,2,-15,46,34,30,-15,4,45,43,-12,38,-12,0,-19,5,5,37,-1,-14,16,-3,-16,39,-15,1,41,31,30,-6,39,45,13,47,-10,44,41,40,-15,34
-7,13,39,31,47,8,35,45,27,32,42,-5,43,-13,36,37,20,-5,37,-13,-2,-16,-8,34,-18,36,47,-5,-2,15,19,-10,43,36,7,46,-8,-7,46,6,45,16,-19,-14,18,-14
-11,32,45,-15,4,33,-13,1,38,-2,-4,-7,28,33,22,-2,46,44,21,-8,-19,34,7,46,-15,-9,39,42,-20,37,33,3,-9,20,15,39,28,43,34,-1,13,-7,19,36,-4,41
22,-19,-19,-9,-18,-2,38,36,-8,-15,-5,-18,-14,47,-18,33,-17,26,32,37,-5,29,-12,3,-9,-12,-16,-18,38,34,-4,7,42,39,38,-8,-8,-9,-9,-8,-5,44,34,35,-10,-13
34,-2,-2,-14,-12,7,-5,38,10,31,-7,46,3,40,36,-8,29,-17,25,35,42,-16,28,47,38,33,-3,5,41,-14,-1,42,29,12,-10,22,12,42,27,-5,35,38,-19,8,-8,25
19,-12,-15,8,47,2,-19,25,40,43,47,14,27,-2,32,27,-19,-2,-8,4,41,17,29,41,-11,9,-12,-18,36,-6,-19,27,35,38,-3,45,32,15,-3,-1,29,13,-1,35,10,45
26,-20,5,-20,-10,11,-3,11,39,-17,-17,-12,41,-20,43,40,-11,4,31,26,23,-15,41,26,39,30,34,-16,-1,-6,38,-19,47,36,-8,20,34,47,-17,-6,21,-4,37,7,46,38
34,4,-20,46,-15,33,-11,43,-10,18,28,-4,-7,45,24,-8,16,32,45,34,-15,35,21,40,-19,47,17,-17,41,31,7,30,23,30,-11,41,18,33,16,-14,-17,30,-12,44,-3,20
-18,13,36,39,12,31,38,-3,-5,26,-16,9,-7,46,16,30,41,5,45,27,45,0,-7,-17,29,26,-8,31,-6,21,43,25,-19,40,23,39,7,34,-13,8,-15,47,-15,35,39,-17
30,-1,-20,2,35,33,-10,-17,-12,-2,47,42,26,-13,-17,-2,32,-4,32,17,-17,15,-6,22,-7,33,40,30,44,40,42,31,8,43,13,46,6,31,-12,8,3,-8,31,-19,30,40
-12,-2,9,-6,-14,43,4,29,41,31,-8,20,5,38,37,-18,-20,-12,-15,-15,47,31,-20,1,-5,37,-6,28,-7,27,42,34,-18,22,-20,-7,34,-8,39,33,-8,-5,43,-5,-13,30
34,9,-15,23,-10,14,42,-9,33,-6,-2,46,45,-16,32,8,-4,-20,36,44,-9,32,31,-14,-6,28,21,32,-19,-6,-14,18,33,39,31,-9,-14,5,-6,37,-3,-4,21,-11,36,-17
1,32,-5,33,35,16,-11,-6,41,33,38,-19,2,35,-11,41,-17,-8,46,-6,35,-3,41,30,-11,43,15,-17,-5,30,-7,-14,-4,-17,30,35,22,36,35,44,-4,24,47,-17,-6,25
34,3,44,-13,23,44,36,-4,31,0,32,8,38,37,-8,46,45,33,39,-5,-17,-8,-13,-20,44,-12,-14,-9,36,41,45,-17,46,-14,44,30,-12,35,-19,-7,-5,21,38,32,-15,-11
40,46,-15,45,30,-16,40,43,-12,20,33,28,10,42,7,-9,8,-15,-16,9,-16,-9,41,41,11,40,42,-14,-12,11,19,42,-11,-2,15,34,11,-10,14,34,18,42,39,-16,34,41
16,-16,-7,45,42,-10,35,4,45,-10,-19,26,-5,-8,1,44,40,32,45,21,-12,30,-19,35,-3,8,-17,0,36,24,-12,-2,43,47,31,-15,-7,-11,-6,42,-8,-18,-2,-4,32,-11
25,-11,44,4,39,7,33,-12,-11,14,44,-6,-14,20,-14,-10,27,34,33,-9,27,31,-8,35,28,-2,-19,-6,-18,3,-3,20,38,20,-13,7,10,37,5,31,42,41,-9,-15,23,45
29,-12,-12,23,30,31,30,-1,-13,-19,34,27,-18,-15,13,45,29,16,44,46,-3,44,43,18,36,-10,-15,29,38,-9,-8,37,31,33,-9,7,12,38,-12,11,40,-18,1,-3,-11,15
-9,30,33,23,18,41,-2,-6,31,-2,35,-3,-10,38,42,14,-4,-9,-12,-3,-4,-5,-16,11,-11,1,-3,30,0,41,30,-11,-4,29,29,24,35,31,-2,-13,-1,-13,-14,30,-3,-8
45,30,13,41,47,4,33,25,40,24,-4,39,7,-5,30,23,6,-12,-20,-4,47,34,47,44,-13,36,2,31,27,33,27,-8,29,10,34,45,31,6,-13,-13,-17,-2,-5,8,6,-9
-18,26,41,-12,-20,20,26,33,3,-11,31,-12,-5,26,-18,29,31,0,-10,38,-10,11,14,45,-16,-20,36,32,-9,1,12,32,-10,-5,30,-6,-5,-20,25,-2,29,46,19,-5,16,-3
-17,-3,38,6,-17,46,8,-4,18,-8,42,32,13,41,2,-12,7,47,30,46,8,34,-2,39,-5,33,23,-5,-9,23,34,2,-15,-10,29,38,44,22,13,-18,7,34,-15,-17,-9,-7
40,-9,-19,-5,-5,44,39,28,47,26,23,-5,38,39,10,38,-16,32,45,-10,-17,-13,41,-11,29,6,18,33,-15,47,39,-16,23,32,32,-19,31,25,43,-3,39,45,-8,47,33,34
7,46,-15,14,-2,41,33,-15,36,43,0,35,31,-20,33,19,44,-11,19,-18,27,-4,40,31,40,42,-2,-18,-16,-14,20,-20,45,-4,42,9,-6,37,47,3,38,-3,38,-11,38,-6
-13,32,-6,-11,29,47,38,-6,39,-14,-5,36,-2,29,35,-13,-16,-19,41,-11,30,-2,3,45,32,12,42,-11,38,30,-20,10,-4,-14,30,-17,2,-16,32,1,38,32,39,17,-9,-16
36,-6,2,29,-12,4,-5,46,29,-11,-17,41,-7,-9,14,-16,-14,20,-12,-2,-8,31,22,39,32,-14,47,34,1,33,11,-6,40,-12,-7,32,-20,-14,-3,43,44,47,0,44,30,32
-9,34,37,40,-13,-14,-6,-14,34,-1,39,1,43,-12,32,-16,-5,29,-13,33,-6,21,1,31,29,5,-8,-2,16,46,34,-8,-16,9,-12,-7,38,39,-3,31,-5,-10,44,-8,30,24
15,-18,42,36,9,-11,-7,-11,25,43,29,-8,44,43,47,-7,-5,11,36,39,42,29,-13,-9,-6,1,-20,38,-14,36,-2,15,18,33,43,-20,-18,10,-19,41,0,44,-17,36,45,25
-8,26,-14,-13,-20,39,28,-20,9,-14,-5,-14,24,29,-14,-8,38,20,31,-19,28,42,30,-5,-20,44,19,35,-12,34,44,33,45,15,46,0,22,-9,-11,13,24,29,-10,-15,-6,-3
-12,-3,43,41,26,39,12,31,-8,-2,42,10,11,31,29,31,-13,-18,37,26,-11,21,34,45,-8,46,33,-3,-16,15,-18,-5,26,30,-12,-2,35,24,-4,46,35,-8,35,41,-2,-10
46,-12,7,42,-16,21,-16,-11,8,-8,33,38,43,42,-8,21,24,32,35,-12,-14,10,11,-15,33,39,13,-15,-16,-1,44,-19,-2,-5,29,16,28,36,37,26,36,36,-20,38,43,45
37,15,-4,2,3,45,5,41,-4,33,47,-2,-17,7,-2,-14,1,-4,-19,-8,36,-7,-4,28,34,-20,41,23,-18,34,31,-16,41,44,-9,41,-18,11,-3,26,32,31,32,-19,-14,44
0,-19,47,33,-19,-16,31,22,32,2,-20,27,12,-5,45,32,-19,1,7,-9,-3,-10,28,-3,-17,36,40,10,38,26,-2,30,40,2,37,36,21,45,43,-7,31,41,-14,29,39,-3
0,43,-10,46,34,-9,31,27,17,44,18,-12,-4,28,-10,42,30,-8,-10,12,-1,-11,10,-2,34,12,-13,43,-11,36,-17,-10,46,-7,41,-7,-15,26,38,-11,44,8,43,7,40,47
10,43,46,1,41,9,22,-16,-4,32,-12,-20,34,9,43,28,-13,-5,37,-5,31,3,39,0,-9,-4,35,42,44,-15,45,16,42,38,-2,-20,-2,-2,30,2,31,-19,3,-12,-16,-17
0,-17,1,-17,46,34,43,-20,27,30,41,31,7,-4,-5,0,36,46,-20,-14,-15,39,32,28,34,16,31,-13,11,-3,-11,8,47,-8,20,44,11,-16,-15,22,-15,-13,39,25,-4,-9
37,46,-15,31,31,0,42,28,6,37,46,4,41,33,41,-9,4,-17,29,40,12,-9,6,-7,-19,-16,-19,-9,-3,43,-12,36,38,-4,-4,41,29,-15,-7,33,9,-18,41,12,42,35
40,-20,32,15,30,-14,-13,4,17,-13,11,-19,-11,38,38,5,35,-11,0,-4,43,32,-9,32,43,-5,-13,-11,29,-4,-9,-4,34,32,19,31,5,30,-16,14,30,36,24,43,38,41
29,28,5,34,39,7,36,42,3,-6,19,-8,31,46,15,-3,-20,-13,39,0,31,-3,-16,37,-11,-18,-2,-9,39,-14,-5,-13,9,-2,35,-2,-5,-17,-1,30,-5,-15,-2,5,29,9
28,33,47,-1,-16,32,10,32,-11,9,32,15,41,44,30,2,47,-8,-5,21,44,-16,-7,23,-14,43,44,47,44,23,43,36,-11,-2,37,-16,-8,3,39,17,-2,-2,39,9,-16,-18
-8,-15,29,18,-6,42,-13,-4,42,35,-7,-6,-4,36,-7,34,44,43,-19,37,-19,40,32,-7,-19,-13,-18,-17,-18,44,44,36,32,38,-19,32,16,39,-3,32,21,-14,13,-20,-13,33
30,-18,-6,1,41,-13,-4,45,-6,5,17,-17,-3,5,-6,-7,8,-12,-1,40,25,-20,42,16,18,39,39,19,-13,29,-13,21,31,26,30,41,20,-7,-12,38,33,-3,-3,31,46,1
-14,42,-16,-5,-7,30,29,-20,-18,13,45,35,-19,40,36,-17,36,45,-8,41,-7,46,41,-8,26,-14,17,31,-2,37,32,2,2,-18,3,43,-18,33,22,44,37,-17,33,43,-2,-20
-19,-8,47,20,38,-5,-20,13,-4,44,39,37,-19,45,4,47,-5,-12,-5,30,-11,31,33,23,-8,-15,12,-14,36,-4,-18,46,17,39,-2,-11,4,-8,47,13,-8,15,31,40,39,46
39,43,28,40,31,-9,17,-3,41,36,43,38,-19,-5,47,-16,32,24,15,-9,-8,28,-14,-17,46,26,-1,36,9,-15,-1,46,37,25,31,-13,-13,47,47,-7,-9,18,2,29,-17,-9
-12,-17,44,41,27,38,7,44,7,-10,21,43,-3,29,-10,14,41,27,-6,-12,46,15,-4,35,-18,-20,42,-12,-15,-9,43,18,30,-10,40,22,43,33,41,36,41,-17,1,-15,-17,-11
41,-12,35,18,30,-19,38,47,30,2,-18,-10,40,37,39,-8,-11,20,-20,-18,2,-11,-16,-19,-5,-19,38,42,-17,29,39,33,-14,-9,42,-7,37,36,41,-15,4,-5,35,30,27,-10
-2,36,3,46,30,-3,35,-1,17,43,-15,-9,-3,-3,-11,33,-13,30,-17,-20,43,18,-17,28,13,-4,-14,11,7,32,-11,12,-7,30,28,-13,-11,41,-14,16,0,-17,23,36,35,-13
39,-13,12,-7,25,-9,-8,39,-7,10,-3,-3,33,31,-9,1,5,-9,31,20,30,-10,-3,45,5,-8,43,-18,-15,13,-9,-15,42,43,-2,33,34,-20,41,46,-15,-5,21,42,-5,34
-8,29,32,34,-16,13,30,31,-2,33,37,29,45,-4,25,34,33,24,40,35,-18,37,34,-13,30,42,24,47,-4,14,-16,32,-13,16,-14,-3,0,47,33,2,43,3,-20,35,4,40
-20,1,-11,9,17,-14,38,45,29,-3,31,42,41,11,-19,-9,44,27,35,19,-19,-7,-17,-9,-20,-13,35,40,37,24,-18,-12,17,35,8,29,-2,-5,-12,27,-7,-9,7,42,-2,42
-9,39,-7,29,44,0,32,42,39,12,-13,-5,36,-14,17,-6,33,46,30,-14,3,-12,-2,-6,29,-7,-10,38,29,25,31,42,-5,-4,-8,-18,-5,37,46,44,-3,45,42,-10,44,35
34,36,32,32,-14,-15,34,27,-6,27,-10,21,40,31,43,-15,38,-13,0,46,-15,-19,34,-20,-3,-18,-12,23,-19,27,32,28,-19,42,17,35,23,-10,-18,31,11,29,-19,6,32,20
-8,-10,46,3,-5,-3,46,30,34,-19,-17,28,-12,-3,3,-17,10,-6,-17,0,34,16,18,-2,-4,23,17,29,8,40,-14,33,-20,11,31,33,40,-11,-2,44,-16,46,-20,21,-10,22
8,39,41,-15,1,-9,10,-14,40,27,-8,10,24,-8,30,12,41,21,31,-2,6,32,-4,47,39,-2,-11,-3,37,-3,36,4,43,-8,-14,-11,7,-10,-16,-15,36,34,43,19,-11,-12
43,-11,31,11,41,33,20,34,-9,46,15,45,34,15,18,44,14,43,34,32,5,-18,37,-7,-12,29,45,21,39,27,44,-16,-10,-6,-18,20,-15,36,24,31,-11,37,-7,41,42,-18
-18,22,31,34,39,6,33,2,-10,32,18,-10,-6,33,-18,43,11,34,-3,3,-4,28,-3,20,16,47,-6,41,-6,8,-5,28,40,-1,44,14,19,43,9,33,33,-16,13,40,-15,9
-11,-19,-15,37,44,29,-18,-18,47,-6,34,-11,40,-9,-12,45,22,33,31,-4,8,39,19,42,3,-7,-19,34,-19,-14,-19,-4,6,-12,-3,36,-5,9,24,38,43,-2,45,29,-20,38
31,-18,-9,33,-9,-16,-17,-12,-6,46,-10,-12,-10,31,38,-2,30,46,-13,-5,-17,-12,36,-12,-4,43,-11,-6,-2,11,-12,40,12,41,37,0,-4,-7,46,41,44,-14,40,-15,-15,1
21,-9,44,17,42,15,-5,19,40,-8,-11,28,-16,34,29,40,6,-16,47,1,45,12,47,6,-19,-4,-4,29,-4,15,27,35,-19,-5,11,38,45,47,1,-8,0,30,41,-12,-5,36
31,29,32,9,34,37,-5,47,-6,29,-8,-5,44,14,-17,11,25,31,-3,-16,16,-16,30,-4,44,-6,39,27,11,-17,-18,19,38,5,44,-8,-3,-2,11,41,-17,10,19,30,-11,-8
28,39,29,32,14,-12,37,-19,-5,-7,-10,36,-18,42,-17,46,-19,36,44,5,45,13,13,-13,-7,44,-2,-14,9,-10,-12,15,-15,39,-2,44,26,-12,35,33,-6,-3,-17,39,29,5
43,-20,-19,-15,24,-20,-9,41,-15,-17,34,39,39,32,35,33,-19,27,1,45,39,-8,11,-16,44,25,-2,-11,-13,33,31,-5,25,-19,16,43,-15,-3,44,36,36,39,-19,-3,29,-19
0,-7,-2,25,19,-17,-5,-18,-13,-2,10,-15,45,-4,14,32,-6,31,-5,-2,-19,38,39,9,37,40,13,40,-9,-16,14,42,47,27,14,-3,24,30,-17,31,-5,27,45,45,-15,23
36,7,25,-16,29,35,-9,31,33,-6,18,33,-7,-13,36,-18,44,-19,24,-8,45,28,-12,-5,37,-19,-18,15,-3,40,18,-2,38,35,5,44,-7,36,31,-15,-8,-8,36,39,35,45
-11,-5,-17,-4,-16,30,-10,-5,38,-4,-17,44,37,39,-17,0,7,-15,-13,30,-5,37,46,-11,31,-16,-4,30,14,30,32,33,28,-13,-13,22,28,40,-5,-12,13,33,-20,-8,-7,20
-7,17,22,31,4,-18,-14,10,30,-15,-3,44,43,35,43,38,7,-12,-12,47,-10,-18,46,-5,41,46,41,5,-6,-18,36,44,30,-14,-16,-16,31,13,-11,-15,-11,25,-17,46,2,42
-12,47,-7,-16,32,16,45,-2,-14,28,-20,-12,33,37,-5,42,47,28,-17,-18,-14,19,-18,46,34,7,13,-5,41,-5,25,46,30,-19,47,-16,-7,-3,22,34,-11,18,-11,10,41,40
39,28,37,-19,-17,-12,-14,17,-20,-8,3,-19,30,30,35,-13,-15,-12,-1,47,46,39,20,-8,23,-15,-18,11,41,31,23,29,-15,-4,15,-19,18,42,8,-4,-5,40,-5,29,4,31
-11,-13,-15,6,33,37,-9,0,-12,21,4,46,-10,-12,44,-14,-9,-10,33,29,-12,10,31,12,33,16,44,6,-13,44,-9,40,20,-2,3,29,-7,16,-19,35,47,7,-6,-8,7,-20
44,-14,30,34,35,-17,-11,24,22,-7,17,37,6,32,13,-9,-4,47,-12,20,-11,18,-14,45,5,33,-9,29,-18,44,0,38,37,-5,29,-19,-11,-6,14,-8,39,-5,19,46,0,-11
40,30,28,38,-17,21,47,43,34,47,43,35,39,4,44,32,33,25,42,45,44,47,-8,7,45,-9,24,-20,-17,-7,-6,44,12,-15,36,-3,-8,20,21,-6,-4,31,37,4,33,3
-3,2,45,40,46,-9,33,40,-20,-14,4,-14,44,-11,0,-13,-8,-16,24,46,-7,31,43,35,13,-8,-7,-16,-10,20,36,39,37,32,-12,-9,-3,47,22,44,-15,37,-6,41,-19,-17
41,-18,26,-8,46,47,38,-10,-3,28,8,41,-12,25,36,34,33,22,47,29,-6,28,20,-18,-18,27,6,33,34,-18,-12,39,34,24,25,-6,45,-4,-11,13,44,-11,16,35,9,36
-4,38,5,-16,-11,46,20,46,-2,38,-14,-11,-20,37,45,-12,47,-12,39,-6,43,-10,32,5,-7,9,34,-1,30,46,41,30,22,41,-13,-7,31,38,-9,-20,-18,38,34,-17,-5,4
-19,-7,28,-5,-4,-8,0,47,-10,-15,44,-17,34,39,38,-2,-2,40,13,45,31,-16,20,-15,30,-4,13,-9,-13,17,29,41,31,25,-8,-16,15,-3,26,-12,17,45,-8,-4,-10,20
32,-20,-14,-16,38,-16,6,33,47,-8,12,47,-16,15,17,-16,19,-5,-9,29,-8,-4,0,41,4,-19,-6,-14,-6,19,-3,38,-12,46,-13,14,41,-9,-3,-14,47,30,-9,-11,-3,43
15,-6,-18,2,39,-4,39,-9,37,31,10,31,-20,33,45,4,18,35,25,-5,42,-18,-20,44,-20,-2,35,-7,21,-17,-3,43,-14,33,-6,29,15,33,40,2,15,-13,-19,-20,31,-16
41,24,-8,30,-19,45,43,17,47,8,-15,15,24,38,20,-7,37,-6,36,-16,-7,10,45,-7,47,11,-11,24,38,-17,39,-7,4,38,-2,-1,-17,19,-14,12,43,4,-12,16,45,47
23,-19,33,36,-19,24,13,31,38,7,47,-18,3,45,11,45,38,33,34,41,-5,22,19,-18,30,-20,9,-18,-20,35,-15,-9,36,21,-6,-3,47,-16,47,30,34,-2,38,45,29,16
39,30,29,36,-10,-14,-14,-1,46,29,-4,-20,41,-13,42,21,-5,-6,-3,-17,28,-2,1,38,34,-13,-2,44,42,-14,36,38,-3,-16,-20,-18,-15,-10,-13,-17,30,21,22,36,39,15
-7,20,42,-7,-7,-19,46,-15,32,46,-6,26,-3,-2,-11,24,34,22,-3,-10,2,-20,45,18,1,47,-15,34,-2,42,7,36,43,-17,16,43,-5,-7,18,37,46,26,-7,-10,-18,34
-8,7,23,-4,47,-19,-11,0,47,10,35,42,-8,15,-1,45,-15,6,-9,14,-15,-20,-6,-13,45,-7,32,46,33,20,43,21,-14,39,-10,19,34,13,-12,16,-11,12,-18,39,18,30
5,29,47,39,-6,12,40,40,44,-19,-8,9,-3,6,23,-4,-13,-1,5,30,14,35,-8,4,12,-2,39,46,46,-20,34,47,31,42,-17,25,23,33,7,33,-19,41,-9,5,11,42
-5,-17,-7,-15,-12,37,-8,36,31,31,29,25,46,22,31,-5,36,22,-12,15,-4,37,43,-11,37,14,17,-16,-19,-7,40,43,19,37,43,33,-13,-15,44,23,-9,3,40,-5,37,29
-6,-9,-12,11,22,-4,-14,17,23,-4,23,29,7,33,30,-2,2,43,23,-10,46,-2,43,-4,35,-8,-4,-4,-4,45,-5,2,42,6,-17,46,-2,-7,33,-12,33,36,-13,-14,-18,46
-19,-15,-17,-5,21,-12,7,-9,-11,-13,-12,14,2,46,42,41,28,-2,-12,2,-14,23,-4,41,37,42,23,33,37,33,-17,0,-16,-7,-2,-1,-13,39,-1,34,-12,42,17,-20,28,-8
31,-4,40,35,17,41,-5,26,-9,16,-6,18,-14,41,11,39,31,-15,-4,-5,17,-16,30,33,-6,6,1,-7,34,28,29,-8,-12,19,13,36,47,40,8,40,-4,6,-6,11,44,35
-15,31,-16,38,-8,-8,-10,-18,-17,31,-12,47,40,33,47,2,-19,47,42,33,30,36,33,-20,39,-20,-12,-17,46,0,23,45,20,-8,3,47,35,-12,36,38,9,-5,-8,44,29,21
-16,18,-14,39,14,46,21,-2,-14,-11,10,37,22,-6,39,-11,32,1,27,34,-13,-20,24,42,-11,37,43,45,35,-16,-5,-4,3,43,-17,-18,33,42,19,-8,-16,-10,27,40,41,20
10,32,30,10,26,38,38,46,23,31,31,-16,-6,12,45,44,-16,46,-2,10,43,32,45,28,43,34,42,42,1,-20,47,15,-2,-10,-11,35,28,29,-7,-8,-9,-14,20,44,32,21
10,35,38,42,-12,16,-12,-19,40,-13,-16,17,-17,38,18,-6,-19,-10,-7,-20,-10,40,41,36,-7,-20,-18,-15,-10,12,40,-17,-2,32,39,-10,5,-18,35,19,-15,15,44,24,40,3
43,19,45,-11,-11,17,-17,28,29,41,4,32,30,-14,-7,23,43,39,40,34,41,-5,3,-6,-11,-11,12,38,-2,33,44,36,30,7,-3,35,23,-3,0,41,24,44,-3,-13,45,1
-16,19,-18,15,47,-18,-19,47,43,22,45,-4,-10,-3,41,30,34,-6,-5,40,13,36,31,3,-18,12,-13,47,-7,13,44,27,-2,32,27,-13,-20,16,-15,-6,20,46,35,20,-13,25
-14,37,-15,41,31,-17,33,39,21,47,39,30,18,33,43,6,10,46,45,-18,26,-17,-18,36,24,-2,39,-18,38,23,41,30,4,39,13,31,-16,-6,-19,45,-3,-20,-5,-11,31,30
28,-2,7,-10,32,28,7,33,-17,8,3,-13,-13,29,19,35,44,45,-3,34,46,17,41,47,-8,46,41,35,-15,-8,-1,44,40,19,39,-4,-11,30,36,35,25,40,44,-11,38,-2
39,15,-15,-9,45,-4,29,-17,31,-7,-4,-19,-4,14,-14,35,-17,-18,43,34,20,-20,-17,45,-11,16,-2,3,-11,-16,-6,36,32,45,27,43,-6,-17,-17,2,24,-12,38,28,45,33
-8,-16,39,30,33,-2,39,-17,40,8,41,24,36,38,39,7,-12,46,9,37,-5,23,-3,24,-12,-3,21,-16,-12,-14,-5,43,29,9,43,-9,-6,-17,19,46,18,33,-2,17,40,33
45,1,-15,34,5,-8,-12,-8,19,-2,31,-2,19,-5,1,-10,-2,41,-2,34,-8,-7,47,34,-7,-14,-5,42,41,-3,43,27,-9,33,30,35,44,37,-19,-13,-9,35,44,35,37,45
-10,27,35,-11,45,22,45,2,7,46,44,9,-18,-14,-18,45,38,42,38,47,33,44,-15,36,19,-16,-14,21,-19,14,3,-5,-2,24,35,-2,-6,-16,-13,31,26,-12,-8,-5,42,40
26,-16,29,43,-12,46,29,44,-11,-14,34,-18,-19,-17,-11,-13,43,37,35,32,40,13,-12,42,23,-9,43,22,16,-19,-17,16,-4,41,39,46,45,-11,40,29,37,-1,-19,41,46,32
40,34,-10,31,28,-6,-15,-11,37,41,-7,-1,6,-17,44,-6,-16,-20,-3,-6,35,-20,-17,-14,33,-3,6,-19,-5,-7,-19,-1,40,43,-16,-18,35,19,32,47,-20,1,36,-9,22,-7
14,46,-2,-18,-19,40,40,47,9,-16,41,-17,47,-13,14,45,-8,-10,40,46,32,-14,25,-2,0,-19,32,24,-12,47,38,-8,-14,-19,10,-6,29,-10,24,45,34,38,13,-3,43,-9
35,-18,-14,47,29,-4,10,-14,34,38,20,-15,-11,11,26,45,-15,-7,29,25,18,38,-19,21,5,-17,46,27,-19,30,12,-2,-5,-7,-11,40,41,-7,18,-14,38,14,10,43,-9,5
42,-17,33,5,-16,37,-11,-17,-20,39,-6,27,-10,30,-15,-14,-5,46,13,-2,-20,-5,26,-11,11,-8,-17,10,33,-15,11,36,-9,10,-13,28,-1,35,47,47,-19,-19,29,8,-18,29
-8,8,40,-10,-14,8,18,31,-8,-3,40,32,-18,40,-3,15,-6,-19,14,-2,-15,-9,32,-2,-1,45,25,40,32,-2,12,42,44,-12,-19,-4,38,-16,43,21,-12,43,28,-18,23,43
29,-13,31,-18,1,39,-7,-16,24,35,13,-9,-19,40,34,42,38,8,41,40,-11,34,-17,36,21,40,14,-13,41,11,45,-3,-9,-4,-17,-3,41,20,32,7,-7,-17,-9,37,36,41
