barbarian_0_x,barbarian_0_y,barbarian_1_x,barbarian_1_y,barbarian_2_x,barbarian_2_y,barbarian_3_x,barbarian_3_y,barbarian_4_x,barbarian_4_y,barbarian_5_x,barbarian_5_y,barbarian_6_x,barbarian_6_y,barbarian_7_x,barbarian_7_y,barbarian_8_x,barbarian_8_y,barbarian_9_x,barbarian_9_y,archer_0_x,archer_0_y,archer_1_x,archer_1_y,archer_2_x,archer_2_y,archer_3_x,archer_3_y,archer_4_x,archer_4_y,archer_5_x,archer_5_y,archer_6_x,archer_6_y,archer_7_x,archer_7_y,archer_8_x,archer_8_y,archer_9_x,archer_9_y,giant_0_x,giant_0_y,giant_1_x,giant_1_y,giant_2_x,giant_2_y
-12,-3,13,-15,33,1,-13,31,4,43,8,34,-18,23,30,32,23,-8,-18,-14,-17,46,45,-18,44,-16,5,-8,-10,31,4,35,38,41,33,-18,27,43,5,44,-9,-4,17,-2,-19,-11
40,28,15,-9,44,-14,-7,39,21,-15,26,-17,-8,-6,7,44,4,29,23,-6,36,26,-13,38,21,-18,-13,-16,-4,-17,24,43,-10,41,37,38,-14,42,38,32,-6,35,29,-8,29,-16
-18,37,-17,32,17,31,32,39,34,1,29,43,42,6,26,-10,-18,47,28,-15,41,-19,-3,-9,-11,-9,9,-13,30,37,45,17,29,42,37,41,-6,-12,43,-15,14,31,25,-15,-9,37
-6,2,-19,6,38,7,35,-15,36,38,-16,-5,38,-13,32,-20,-17,42,34,21,40,36,7,-7,-7,-19,25,31,46,37,30,23,-12,15,-13,-10,29,47,37,34,-15,6,-13,32,38,40
42,-12,-4,3,-12,-10,-9,42,-6,-19,-20,34,35,16,28,33,1,-2,-3,-18,-10,-4,-13,45,45,1,36,36,-8,-11,-11,-14,-8,-7,41,-4,-17,14,47,-9,-13,-17,-9,38,1,38
22,45,-10,44,18,47,-19,-8,20,35,-15,-10,-14,32,18,45,27,-7,30,22,47,-7,30,-17,34,25,30,-8,-19,-11,1,47,25,-18,6,-19,-8,6,17,43,36,-3,-12,37,38,45
37,25,30,40,-12,18,29,-10,32,38,35,-20,39,-13,41,-1,-14,-20,23,30,-11,47,14,33,40,-20,10,-10,14,-4,32,-20,10,31,42,-8,3,42,36,-11,-16,30,-3,42,-18,14
29,45,42,32,29,44,29,31,-19,35,45,31,36,-3,-14,38,-15,1,-3,-4,-18,10,-2,33,31,31,30,37,18,-3,31,36,-7,19,34,23,33,40,16,-4,14,-10,45,9,42,-13
-9,19,41,19,16,44,-5,-6,5,44,25,30,39,-16,-3,-15,31,-13,47,-1,32,-13,36,34,-15,-3,13,-9,12,44,35,-3,-4,-3,43,-4,38,20,-14,-6,-6,-5,33,33,-5,-15
-15,13,46,31,45,-15,-18,-19,27,-6,39,41,-10,-8,-12,30,2,38,47,-15,47,7,26,-5,40,36,16,36,42,29,-17,-3,39,33,7,-2,31,29,44,-16,34,41,20,-12,14,-18
-17,-3,-3,23,27,47,18,37,-9,6,44,-5,-10,-11,31,6,1,35,-14,-9,36,9,43,24,36,-12,-19,1,-7,45,-13,32,-10,-18,-19,46,30,17,34,-12,18,41,15,-7,31,-19
39,18,-15,-2,-1,38,46,-7,17,29,-8,37,30,25,-1,-16,34,-4,39,-17,-7,16,24,-2,-16,20,-11,23,42,-20,40,42,-16,43,-2,31,40,39,46,-13,19,47,46,2,4,35
41,34,39,-11,29,0,36,34,-6,38,34,-14,41,-6,43,-6,-20,29,-9,42,47,37,16,46,-2,-12,-20,34,-10,11,34,-9,28,-4,-18,41,2,45,20,35,-14,16,42,-9,32,-8
10,40,-3,29,14,-9,40,46,37,-7,20,-3,36,32,40,34,2,-14,33,-6,1,30,33,7,7,-2,-15,30,-1,-11,46,24,-5,36,46,20,-11,36,-17,42,-16,24,-6,22,35,-13
10,46,-3,0,38,-5,9,47,-20,31,40,9,27,43,0,45,-17,47,-19,47,38,29,37,18,-4,34,11,46,33,39,2,34,41,-4,32,37,-19,-9,-14,31,10,-10,-11,-14,-12,33
43,1,36,-8,-18,-7,42,34,-7,5,16,-5,-19,-9,-14,-15,-18,47,47,21,-10,16,-5,37,32,-8,36,44,-18,35,-15,-17,22,34,10,36,20,37,-15,-17,-11,-8,-4,45,-9,45
37,34,-16,41,-6,-19,46,4,31,10,6,45,35,-12,-3,-19,42,43,37,34,-7,8,41,34,-12,11,41,44,-15,44,-8,35,30,29,46,13,-14,-6,-4,41,24,46,14,-10,45,45
-8,2,2,33,45,-15,46,-20,-10,24,47,40,36,36,6,-9,22,-15,10,37,45,33,15,-18,-11,11,3,-13,-6,35,-11,-5,40,47,-15,41,37,-4,-18,7,30,37,-8,-15,7,-10
36,30,23,-8,-4,45,24,-3,0,29,0,35,43,42,-8,18,-16,-17,46,31,-4,21,-16,-20,-10,0,-15,22,-12,38,-12,41,19,-3,7,-16,43,0,-16,28,-19,-17,-2,-2,21,45
-16,-1,-19,-1,34,18,38,27,-19,41,40,-14,39,44,-17,16,12,-6,2,-15,28,36,21,30,30,-11,30,-18,40,1,38,7,21,-17,-13,-19,-13,46,42,15,-5,5,36,-4,-14,35
31,-8,-13,-8,38,41,5,-4,29,10,-2,-1,-12,7,38,32,-10,37,22,-17,-4,-11,34,-11,33,-9,34,32,29,5,44,-3,-17,13,-11,39,-7,22,3,-5,45,11,-8,-12,12,32
-1,-14,-16,26,-11,25,45,-6,31,39,-17,-13,10,45,11,31,40,44,23,39,30,45,-7,4,35,-16,44,34,-11,35,-12,42,41,11,-16,15,45,-13,-4,22,-2,5,37,45,-12,-5
19,-4,37,46,45,-14,-19,44,45,37,-18,1,-7,39,0,-8,40,-4,-15,-16,-3,-4,9,39,-14,-11,37,15,40,39,43,20,34,19,-1,30,-18,-9,33,23,17,40,-7,32,-6,-1
-12,34,-5,24,31,-14,-5,45,-20,44,-11,40,2,-4,44,9,39,-16,44,-3,-5,44,-12,-4,46,23,39,40,32,-14,-10,20,-3,4,40,32,-13,34,31,47,-16,-2,-5,37,47,40
42,-10,-2,-14,-18,-18,29,-6,-10,-14,-19,34,-2,16,38,6,42,39,-5,-14,33,4,-12,11,-8,-9,-19,6,-10,46,37,31,-8,31,44,46,-16,-15,-18,-7,-3,-10,35,-15,-7,-12
2,37,40,-20,-12,24,38,2,15,33,25,36,-6,-5,35,-13,39,36,27,46,-5,-15,36,7,8,-15,46,-19,-13,33,41,43,9,34,10,39,40,35,-15,-20,-18,42,36,29,38,23
21,-4,42,-18,13,-8,27,-3,44,8,31,23,5,-13,29,9,-12,42,-4,41,-5,-3,-14,-11,21,-12,-5,-11,-10,28,23,37,-13,-17,43,43,42,-6,25,-5,34,-14,22,41,3,42
43,-8,-19,-10,-13,-2,30,7,44,-2,30,31,33,43,-12,18,-17,20,46,-11,-5,13,-10,43,22,-7,45,34,-5,-18,42,-17,-10,-12,-11,0,34,-13,34,-9,-1,42,-16,39,33,41
-5,30,7,41,-18,35,42,33,-18,46,37,22,5,41,43,33,36,-10,36,46,-15,15,31,5,-18,47,-5,42,-20,43,-9,6,38,-2,11,-17,42,20,6,32,29,36,46,-1,-1,29
-14,38,37,-13,-5,-2,-8,17,-19,-16,16,34,22,40,37,16,-19,1,12,43,43,15,47,6,37,35,33,0,-18,19,34,-2,-5,-7,45,9,4,-2,-8,-18,-5,40,29,-5,11,47
40,23,6,35,-15,35,42,-20,2,-19,-11,42,-13,31,23,35,-9,41,-13,-7,33,7,3,-15,-6,30,7,42,-7,22,39,30,-20,-15,-15,-13,37,29,-16,31,-1,-16,-3,-3,-9,42
33,24,8,38,-11,38,36,-13,34,37,-9,10,19,-16,-6,38,15,31,45,-11,43,34,-17,-7,40,-2,44,0,-13,41,-16,-13,0,-18,-17,32,-6,31,29,-16,13,32,36,-15,-20,-9
-10,41,2,44,33,29,42,25,38,-5,-3,36,39,35,16,43,9,35,29,35,34,42,22,-17,42,23,-11,33,34,-15,-4,-19,-16,40,-19,19,19,-3,30,24,-20,-18,-16,-17,-7,-16
33,9,18,47,33,-15,-14,41,-13,28,-17,10,6,45,25,43,-15,34,17,38,44,23,-19,35,31,-12,-19,-4,15,47,31,-20,-4,-20,41,33,34,-7,37,8,31,39,43,-16,-16,-6
-1,34,37,41,-14,30,-6,30,13,-17,36,-15,37,-9,-20,39,12,-3,44,-16,-3,40,9,46,-2,17,-17,2,43,29,9,37,46,46,11,33,11,38,-19,-4,24,-3,39,-5,2,37
41,37,-4,17,35,40,34,-9,37,4,-17,-7,36,27,38,40,41,12,39,47,-2,0,1,-4,-20,44,5,31,-15,-3,-14,-6,13,-18,28,-17,27,-19,3,-5,45,44,44,46,26,35
34,9,6,-9,31,37,-15,31,23,40,13,-14,-14,-8,23,44,-15,9,44,29,-15,-13,37,9,-18,-7,37,11,45,-17,39,-5,-8,46,46,15,-4,38,-15,45,30,-15,36,23,-8,43
35,-4,36,-13,10,-3,-15,-5,14,-13,-20,-19,-18,32,31,-7,36,19,-6,-18,5,-4,29,-3,-15,34,31,15,31,42,19,47,-9,-18,2,-4,41,36,6,37,-10,0,-17,-10,42,-6
-12,6,-16,46,-3,5,46,-17,-16,-15,-6,-20,-3,45,38,-10,-14,7,-14,20,43,12,-5,40,-18,27,33,47,12,46,17,44,24,-16,25,-11,-18,44,35,43,-2,47,40,-17,32,-8
37,0,-5,-6,31,-3,41,-11,-14,4,25,32,38,3,-9,11,-13,27,-20,43,15,41,24,30,29,30,36,11,-16,-13,22,-17,44,-2,35,3,-3,42,-7,-18,6,-13,8,37,-7,47
35,45,31,-6,-4,-3,37,2,27,30,-3,33,41,-10,-3,25,-15,-7,18,-16,45,23,43,32,36,-15,47,14,37,32,45,46,-13,33,30,-4,44,35,-3,-18,35,32,39,42,5,-15
-9,-6,-7,-1,-11,-3,-1,-13,43,32,2,39,45,0,-16,38,47,44,42,20,3,47,-19,16,-9,3,37,-2,30,-4,-14,-3,-3,39,-10,45,-10,26,33,-10,-10,19,39,-4,1,35
-2,-19,30,31,-4,20,43,-1,31,6,44,41,47,-20,-13,4,33,43,32,20,23,44,-10,-6,-3,-13,1,40,-10,-14,47,-15,-14,-20,42,25,20,39,42,31,-16,-8,33,5,-12,-1
-14,40,-14,41,47,37,42,-19,-5,44,-14,45,41,39,30,35,39,12,-9,-20,-7,-2,1,-5,43,4,41,46,-2,43,-16,-3,45,0,-13,-17,30,37,10,-5,-5,13,43,-15,-14,27
-5,6,-9,0,46,2,36,-19,-6,-1,15,-8,21,-3,40,47,-11,9,40,17,24,-16,40,18,-19,24,38,3,3,-15,21,-17,32,31,38,44,33,13,0,-16,-13,8,-13,-13,-2,-15
-13,36,-19,46,42,-15,-11,-5,34,34,38,-17,42,24,21,44,43,42,2,-5,-13,-12,-19,-8,39,12,31,-20,-8,-12,42,-14,-1,-5,24,30,-20,-4,4,46,42,-16,14,42,46,31
10,29,5,-19,-13,-8,-15,19,-4,37,29,3,-13,8,41,30,33,3,11,36,27,-6,35,-16,9,37,21,45,15,40,16,-10,38,-18,43,41,39,-15,41,-4,5,45,20,-9,18,-13
47,-12,42,24,3,43,7,-14,22,-19,-17,14,24,-12,39,-10,37,-4,-1,-5,-14,43,-20,35,26,-12,36,17,-9,-14,-18,-16,-17,29,28,35,32,12,-19,24,-10,12,37,30,46,47
-17,28,-13,36,46,26,25,-4,46,-1,36,27,38,17,-20,-12,-14,14,-2,39,38,1,-17,-2,-9,43,45,-9,43,41,-4,38,20,-8,-20,41,42,26,-12,-12,-16,25,43,43,-10,20
35,-9,-14,46,15,-12,33,14,41,-20,27,33,30,-14,-7,-18,45,45,-3,18,35,-15,6,44,-19,-6,38,42,25,-17,-3,32,30,0,-14,-8,31,-19,-4,39,-2,32,25,42,-19,15
33,-20,34,16,47,-17,21,36,-5,33,42,43,0,-15,45,6,37,-9,-11,-18,19,30,-18,16,-13,26,-15,44,23,45,33,-1,-14,12,36,6,9,45,38,30,-5,33,18,-4,34,37
45,-19,-13,23,32,2,27,-10,34,-18,37,27,12,-4,44,32,20,41,39,13,38,-2,39,15,-12,33,27,-11,-13,-16,26,47,-4,5,45,-11,-20,30,34,-9,12,38,-20,42,45,37
-3,15,-5,22,20,43,44,18,-6,37,-8,41,40,-7,29,27,-19,32,39,38,5,40,-19,-7,41,-9,-12,44,17,-17,47,-5,46,-6,23,-16,-15,41,-17,-1,3,32,-18,-19,4,29
43,33,20,40,34,-6,35,38,30,-20,33,18,41,-8,6,-2,9,29,-12,29,45,42,44,39,35,0,-4,11,41,27,-3,27,43,37,20,-2,42,-6,-18,14,31,46,-15,30,-18,43
-5,31,-17,-3,47,-20,-6,-3,34,-14,47,32,-4,7,-13,-19,46,32,-17,35,45,47,-10,0,40,5,4,39,19,31,-11,-8,34,-5,34,40,26,-4,19,-7,27,-6,9,42,42,14
11,-16,34,-18,39,47,44,46,13,41,-17,-16,37,37,-7,-6,-16,-14,31,-4,-3,-19,30,24,24,-12,-10,-9,31,44,-11,46,-6,-10,23,-15,-9,28,0,-10,41,-7,17,30,17,-8
-13,23,-10,-8,29,-20,39,6,43,-6,-10,-10,-4,-15,-12,-16,41,-5,-10,35,47,-10,47,43,41,21,5,-12,-7,44,21,-16,34,25,-9,30,-2,43,28,45,-10,-2,-5,45,39,-20
36,-7,2,32,46,5,42,18,-13,-2,-7,-10,41,39,-10,-9,-10,-7,-5,-19,-13,-19,41,37,22,-12,-7,32,-12,-13,2,-16,16,-5,-2,-11,31,31,37,-4,-20,43,-1,-2,1,40
38,31,1,38,46,-20,47,3,34,1,-14,47,-16,-13,39,7,-11,4,-16,12,-6,29,47,-13,-19,3,29,5,-15,31,7,-6,8,-19,9,-17,36,33,25,41,-8,45,14,33,-10,31
45,-2,15,38,33,-2,46,19,20,44,27,39,-6,-16,-15,-19,19,34,36,36,-13,43,7,33,39,1,-16,5,46,19,-16,34,5,-2,32,28,10,46,-9,7,10,47,35,15,45,22
-19,27,-13,-3,-6,10,6,36,44,38,-19,39,27,35,32,-10,34,-18,-17,-8,26,34,13,-18,40,20,45,3,-12,38,-13,-6,-1,-13,-9,36,45,-6,40,38,-16,34,14,-9,45,-5
45,-17,34,26,36,-14,37,-3,42,21,45,1,6,41,33,-8,-5,-20,35,-18,-12,-8,-13,-11,4,-8,30,-14,-10,-15,5,-5,39,-1,20,-5,-15,31,-3,18,-11,-18,37,26,-2,21
47,-5,42,41,33,21,-8,45,-13,20,-14,8,30,43,20,43,45,42,29,3,-18,-11,-16,10,-1,-11,19,-9,0,-5,32,46,-6,7,40,44,-11,42,43,-16,35,24,16,44,-14,39
45,-16,30,15,30,38,-17,-15,31,-6,45,28,-3,30,5,-6,19,-3,21,-16,-8,45,3,44,38,-8,46,-16,35,34,40,47,18,-10,-9,33,13,47,-12,45,25,-9,-18,39,14,-14
-19,10,44,-11,39,24,-13,8,-17,1,-14,34,44,42,43,35,45,-20,-2,43,22,36,-18,39,32,-2,-10,33,29,46,-7,35,-5,40,11,-13,-1,32,25,-12,0,-16,34,-6,-15,-12
21,-14,46,11,23,-19,-13,5,-13,20,21,-6,35,26,20,-2,30,-9,-10,33,32,21,-18,29,-9,33,36,29,-6,34,40,1,-17,39,44,32,-6,22,47,-19,-9,41,46,-11,-10,47
24,-13,-10,-20,30,33,7,30,-2,-16,-3,16,25,46,-11,24,37,-20,-8,16,-16,9,40,47,29,47,-15,31,-15,14,42,36,-19,43,44,15,-7,40,-18,-6,42,-15,20,43,40,-14
-4,26,43,20,11,41,-15,29,-5,-2,-9,26,34,42,-7,5,17,31,-9,-19,-16,-2,-15,47,45,47,-6,1,32,39,27,33,-10,-3,3,35,30,-16,38,24,-8,42,-10,33,-1,36
47,22,39,33,42,8,-2,46,10,44,26,-10,-10,37,41,34,-9,28,21,32,11,35,30,45,-7,30,35,-16,46,23,-12,44,34,30,-17,22,-13,-1,30,29,-15,24,37,29,-3,35
34,-14,-5,11,36,-13,-20,41,-12,41,38,-18,16,42,-19,18,21,-4,33,39,41,-9,-13,-4,15,44,40,16,36,-8,29,-2,-20,29,29,9,-2,47,4,-11,-19,-5,-16,12,-6,44
-13,-15,47,32,8,-14,47,46,35,13,-17,-4,43,34,-19,37,39,30,10,-12,-6,27,-15,14,-8,4,-2,-7,-3,13,-11,-19,-8,39,40,18,29,14,33,21,36,1,5,37,20,29
-10,13,-1,39,-15,29,30,-7,37,38,0,37,-18,13,29,43,43,15,-1,30,-3,31,25,35,46,-4,-4,-6,38,-15,-5,21,-13,-16,23,-2,42,-2,-8,-2,-9,40,4,-17,40,-15
29,35,-19,14,-4,17,30,0,40,-6,36,-8,45,36,43,41,30,-8,34,5,9,37,-11,-7,-12,44,-6,37,39,-17,38,-2,-20,-16,30,33,32,-6,37,-18,11,32,26,29,35,-18
32,-4,-15,-16,-11,36,31,-17,42,-15,-6,47,6,-18,-3,40,33,-19,36,-13,46,7,-14,-20,46,-13,19,37,34,39,36,38,9,-4,-14,-4,-4,40,37,47,4,-18,6,-11,42,32
14,-11,5,45,37,44,-10,43,-19,20,29,32,37,44,-19,27,44,13,36,-17,44,-3,40,44,-12,4,-15,-16,32,9,37,31,4,45,-12,-14,39,-4,-9,40,-8,-14,46,43,44,43
-7,-1,-16,7,34,-17,34,36,13,41,-8,-1,35,-12,43,-19,18,42,10,-6,10,32,-19,-7,43,31,2,29,-4,39,-7,38,-7,44,0,42,-16,39,-20,-18,-17,47,-2,45,-13,-20
-14,0,-16,-4,-1,-11,42,-7,31,30,29,-5,45,8,8,-15,47,-3,5,-9,-2,-16,28,-2,-8,2,-9,32,-8,-2,23,-7,33,38,40,37,12,-9,-9,32,-6,33,-5,5,-4,43
30,-13,31,26,27,36,47,30,-7,-14,-14,-1,36,4,-13,46,36,45,47,-2,-11,45,36,42,-13,32,-3,-10,-18,33,-4,-12,-8,24,-8,11,44,33,-14,32,35,40,2,43,40,-3
6,-10,39,27,-2,32,13,38,29,9,35,-11,-5,19,31,10,25,30,-1,34,-17,-9,31,40,-16,-3,-16,-5,44,45,-19,7,33,9,-6,-14,-17,14,46,4,-1,-16,-7,30,34,44
-2,-11,42,31,6,41,12,-8,20,39,-18,6,34,19,-1,-10,34,44,31,5,-12,3,36,30,29,40,-8,-7,33,31,13,-15,45,-16,39,3,-9,44,-15,10,36,37,-12,44,38,40
41,-5,33,19,32,19,33,1,-4,-3,39,35,46,18,38,-16,-18,-13,-2,11,15,45,-16,14,-19,42,-6,39,-11,46,-12,-20,41,6,33,-9,32,39,10,-12,16,36,30,35,34,16
-10,40,8,29,-3,-7,29,23,45,-17,41,22,47,36,38,45,29,17,43,39,47,46,40,39,-20,-5,37,23,8,-14,33,27,29,-6,9,29,-5,45,46,29,-14,19,3,38,35,-9
-8,32,43,-10,2,47,37,47,18,33,45,29,-4,43,-14,-9,43,-20,-9,-3,3,-5,2,33,44,-14,-18,25,38,40,-17,42,-2,26,-6,43,-18,-16,47,40,44,12,30,22,-18,36
33,1,-18,33,28,-19,-19,-2,-5,20,32,41,36,-8,-13,-19,-6,42,5,-19,-11,-12,-13,-8,29,3,32,-11,-18,40,-5,-19,-12,-11,-9,-14,-16,21,31,-7,32,31,43,2,41,31
40,5,10,45,-20,-15,-4,5,-19,39,37,-12,-15,33,-8,-20,-6,-4,31,21,-12,9,-15,21,-8,-6,35,19,6,-17,-15,41,12,45,28,-12,-9,5,7,-8,32,19,-7,-5,28,43
-20,-18,40,32,5,33,22,-14,37,-14,-6,42,-3,35,43,24,-18,-13,43,-11,12,-15,43,14,38,18,-15,2,11,37,39,-19,24,34,-12,35,26,-16,36,38,44,11,45,-1,37,42
47,24,28,35,45,-6,44,36,30,19,-19,12,45,-10,-14,36,-4,-12,-3,11,42,-19,34,-13,-5,-2,34,38,45,38,-12,38,44,-17,46,-18,46,-4,-8,23,39,24,1,-6,-4,0
23,40,14,-4,39,-17,23,-17,-10,-6,41,13,5,-5,-3,46,44,-17,-18,16,32,42,10,-14,-11,33,24,-8,9,-17,30,-2,37,24,-18,44,17,-9,40,29,-17,13,39,30,43,-2
-17,-4,-8,41,8,33,35,32,43,39,-17,38,-5,-20,41,32,44,46,-3,2,44,12,-2,19,40,-20,33,-12,47,35,-6,30,11,-2,-14,41,12,47,44,-8,42,37,-15,44,37,5
-7,13,-20,47,-10,10,40,47,3,-19,6,36,-16,37,6,36,41,5,-9,-19,-12,24,34,-10,0,47,38,-11,47,21,41,32,-19,42,36,18,37,-2,-2,41,-8,22,8,43,44,32
28,-15,-19,19,-5,-9,34,14,32,44,22,-14,-20,29,45,42,-4,28,-11,40,25,33,-19,40,30,-6,38,4,9,-8,40,47,-13,2,43,36,31,-1,-13,19,44,2,23,-14,-9,31
42,37,-8,13,47,36,24,46,-17,37,33,-8,-2,15,-1,-13,-17,-5,36,18,42,-20,-14,-13,42,4,36,39,36,27,-4,31,40,-7,43,18,28,40,-15,-15,47,17,47,34,-18,38
13,-19,44,15,-12,33,-2,-20,-3,13,-18,45,36,37,37,0,33,-5,-15,-4,-5,-8,40,-15,34,30,-18,-9,45,24,41,-20,31,-15,38,15,32,20,-8,-18,20,40,9,45,-11,-14
1,-8,47,-15,37,-20,35,-12,-3,36,-17,40,-12,34,24,39,-19,45,29,35,46,-20,0,-6,-9,-4,43,40,-11,39,-11,19,45,4,40,42,45,-7,34,-3,-16,-4,-9,22,47,36
-8,14,19,33,30,0,6,-9,5,-5,30,38,45,-18,32,5,46,47,4,42,-12,-16,36,21,-19,23,-9,-18,-10,11,37,-4,44,43,42,19,-4,34,-8,-10,-11,3,-8,14,36,-15
-18,3,-19,8,8,30,38,-6,-7,30,25,45,-18,-20,1,32,29,-5,-19,30,33,36,38,33,-20,43,20,46,45,38,42,-2,-8,-8,-12,34,37,-1,32,38,31,34,39,-3,-7,29
-5,47,-14,-3,30,32,8,-13,29,-8,3,46,-9,47,-9,-4,25,30,31,32,-15,30,42,-14,45,21,-3,3,17,-6,20,39,47,35,47,-16,-16,40,-10,39,43,23,6,-18,27,-12
29,45,3,-11,-17,-15,-4,-17,-6,37,38,22,-7,-3,7,32,-13,-19,33,10,-13,47,25,46,-7,30,-19,-17,0,34,-14,30,-19,-13,1,33,46,33,30,6,40,39,44,41,31,-15
18,-11,5,43,-10,27,40,-17,18,-16,0,-13,38,15,43,32,29,47,43,-4,-13,-20,18,47,34,34,2,-2,39,23,-9,42,42,43,9,-3,45,0,-16,30,35,24,-6,41,-16,30
18,-3,2,-8,-14,41,40,46,38,35,-7,-10,-10,0,-11,23,8,40,-15,45,32,-17,32,19,18,41,18,-2,42,36,28,34,31,-17,27,42,-18,33,-8,31,46,20,-16,34,-19,10
-12,-2,16,-6,27,-8,-19,-4,-9,29,-10,-3,8,-16,-3,-10,35,29,36,-2,27,38,18,-10,-4,-10,-18,-8,8,-16,43,41,-15,-11,32,-1,35,31,-16,-18,-20,-13,29,34,25,-13
16,29,34,36,-10,44,-6,44,37,-11,-16,-15,40,-7,29,23,19,-4,37,-14,47,32,-7,30,32,33,23,43,-15,15,31,28,44,-11,-12,-14,-1,-19,26,39,12,-10,40,17,35,45
28,34,29,-17,36,30,25,-15,27,40,32,35,25,-3,33,-2,0,-9,-15,-14,-18,37,-7,5,-7,3,1,-11,43,-11,18,-19,47,35,43,-7,-8,29,-13,8,-7,6,-10,23,-5,-4
-7,35,42,16,45,11,36,37,39,32,2,39,-4,-12,-6,-16,47,35,-6,33,28,-11,44,-10,36,45,45,1,-8,15,-20,-17,23,39,-9,33,47,-15,-13,47,33,12,7,42,41,42
35,14,-19,44,36,17,27,46,43,2,-6,18,-19,10,32,25,45,-15,32,-10,2,34,25,-16,-16,-10,-17,-13,7,-15,33,42,44,47,26,45,-13,5,46,4,44,36,-7,-3,22,-2
41,-13,35,-8,-3,-13,29,-19,-5,-8,33,-14,40,0,-9,41,38,29,40,8,46,39,-3,32,-4,30,-13,46,31,14,-5,-16,-18,10,30,46,29,47,28,-10,30,44,6,-9,5,32
15,-19,43,-2,39,41,-16,37,24,-18,-7,45,-1,37,31,-5,-16,46,41,-8,-11,-18,-10,-3,7,43,-17,-13,-4,16,30,-19,-6,42,34,-16,39,45,26,-2,-19,31,38,-14,0,40
5,-13,3,-4,34,-8,26,29,-6,-8,38,12,41,39,45,-10,-4,11,-12,-15,7,40,-3,40,7,30,19,36,-6,42,-7,-11,-6,44,16,45,32,-9,-4,-13,-16,16,-6,-15,13,29
44,36,43,45,-11,37,-17,38,22,-19,40,34,-4,43,19,37,37,15,37,-15,37,-16,47,-9,44,46,37,-10,33,25,33,-11,5,33,36,-18,43,37,22,46,-17,19,-20,-16,-14,35
0,-10,10,30,45,-8,-4,-11,-19,-19,-12,10,23,-3,-17,-12,9,39,36,-2,-2,-12,-18,-11,39,36,43,-20,37,20,20,-14,35,-14,-7,31,31,-18,31,26,31,-14,33,39,18,-12
