barbarian_0_x,barbarian_0_y,barbarian_1_x,barbarian_1_y,barbarian_2_x,barbarian_2_y,barbarian_3_x,barbarian_3_y,barbarian_4_x,barbarian_4_y,barbarian_5_x,barbarian_5_y,barbarian_6_x,barbarian_6_y,barbarian_7_x,barbarian_7_y,barbarian_8_x,barbarian_8_y,barbarian_9_x,barbarian_9_y,archer_0_x,archer_0_y,archer_1_x,archer_1_y,archer_2_x,archer_2_y,archer_3_x,archer_3_y,archer_4_x,archer_4_y,archer_5_x,archer_5_y,archer_6_x,archer_6_y,archer_7_x,archer_7_y,archer_8_x,archer_8_y,archer_9_x,archer_9_y,giant_0_x,giant_0_y,giant_1_x,giant_1_y,giant_2_x,giant_2_y
-15,45,43,-15,-18,46,46,38,23,46,31,4,-13,8,0,35,31,43,-7,41,-10,8,37,12,28,42,11,29,10,-11,32,43,43,-10,43,16,41,-2,31,3,41,-1,-6,5,19,-12
1,-18,-16,-1,31,13,8,-6,42,13,-15,23,35,-16,3,-1,34,5,36,34,-9,-5,19,29,43,2,-17,-12,35,4,46,-3,35,27,38,-3,22,-5,47,-15,-9,24,44,36,-16,25
13,30,-5,6,-5,-12,39,-5,-16,18,-4,-15,-3,4,47,45,16,-3,-18,-9,33,10,19,33,6,-10,29,-18,35,26,-5,34,-6,23,-14,33,32,22,-9,-13,-18,35,45,33,-6,-10
47,-15,22,43,-2,46,-19,7,2,45,21,46,24,29,-12,39,46,-9,-9,-9,-19,-1,42,12,26,42,43,23,-16,-3,33,-8,12,33,2,-2,6,-15,-1,20,-12,11,47,-18,-14,0
44,1,44,-16,37,-6,-19,-19,-1,25,39,2,46,-8,-16,14,8,-10,8,35,-5,-20,16,46,10,31,-14,40,13,-8,17,32,46,-10,35,4,43,14,-20,41,24,-5,-15,10,46,40
-8,33,-19,43,5,37,39,14,-4,3,-6,-14,-4,29,25,-6,-4,32,-7,-3,7,43,6,-6,41,39,-6,15,-7,-3,18,-7,31,25,-13,33,-7,6,22,33,-18,-17,-16,3,-3,20
39,26,30,30,3,39,-6,-5,30,-9,31,-7,-14,40,29,13,3,-13,-17,-16,-3,21,33,41,-11,-6,-17,-20,19,32,-12,35,29,40,12,-10,-11,24,15,-18,32,29,23,42,-8,46
-4,-2,41,37,38,-19,-6,-3,46,-10,-10,-11,31,47,-4,-12,2,46,36,9,12,-9,-8,45,-18,-13,-10,-3,34,22,22,43,-7,28,47,-8,43,35,2,42,-14,29,19,-10,27,-11
5,-2,43,2,-1,21,-16,4,-15,16,18,42,-10,1,5,-2,28,39,-9,21,24,-9,18,-4,15,44,26,-6,43,36,24,-4,0,35,44,-12,27,29,44,-19,42,-14,-20,-15,42,29
5,-12,24,-4,-5,-17,36,32,4,-2,-19,9,46,21,33,15,37,27,-1,-12,-19,0,40,28,28,32,39,37,-10,43,-2,18,28,35,24,31,28,-12,33,8,-14,33,37,23,34,45
9,-10,43,-16,29,44,-15,17,42,42,-14,38,-3,25,25,45,23,-1,-11,25,-6,-4,16,-6,-4,12,41,-15,7,-18,44,36,-7,34,-5,15,4,-7,41,46,16,39,36,-4,29,13
33,47,3,35,38,-3,-15,36,-10,46,44,6,12,29,7,-10,-8,39,1,38,-16,18,18,39,4,37,-13,-7,4,-5,18,-2,-9,45,-18,43,45,12,30,4,-2,-2,29,30,39,13
13,36,-2,31,7,-7,-11,21,-19,25,31,-11,10,-10,-5,-5,28,39,19,36,-6,3,-4,37,41,35,32,3,-13,45,-15,27,-12,37,-1,31,-13,16,-19,4,24,-4,19,41,30,18
-15,21,6,31,-17,30,32,23,-8,43,0,47,-8,42,-8,28,-16,39,-15,2,1,-1,39,0,36,-13,27,-9,-12,42,24,31,19,-1,17,-6,32,42,29,32,34,-7,-8,31,-3,-20
31,-8,31,18,32,-18,-2,-8,32,26,29,22,38,20,22,-6,-17,29,-2,35,3,-5,-6,13,25,35,-5,-15,39,0,17,-5,41,-5,-2,-11,47,-17,7,43,-9,-1,39,12,47,42
5,-17,32,-1,12,29,10,-5,-15,-6,31,-17,32,30,45,45,35,8,33,33,-7,33,32,9,15,-14,4,42,21,-8,36,-6,30,32,39,-9,-19,29,-7,19,0,-7,41,33,-16,37
12,-5,46,3,2,-6,34,33,-9,43,0,38,29,38,32,28,39,34,-1,-13,33,34,37,-19,-12,7,33,21,2,-16,-13,-1,-19,24,36,36,8,35,26,-15,1,41,45,42,-16,-16
47,6,-5,16,19,-6,-11,1,1,-4,45,47,1,-8,12,-12,11,38,15,-3,11,-9,-8,30,-6,25,-19,16,19,-1,-14,-11,-5,-9,-6,22,-2,38,29,24,11,-2,-18,-16,-18,0
0,32,-2,45,-6,29,-4,40,-4,-4,17,-19,17,-2,33,39,33,-9,11,-1,-13,34,-18,13,-20,-10,-6,35,37,-5,42,22,-19,24,26,35,-10,22,39,45,-9,0,29,38,11,-15
40,-4,39,-4,19,-9,30,-6,-4,22,-15,3,-2,-1,12,38,29,-15,32,1,-13,-13,41,12,-18,22,33,-9,-13,-13,-18,-19,-3,46,25,-16,2,-16,-12,-8,30,16,-7,-3,31,-10
-15,10,-16,29,2,-12,-16,-14,45,13,-11,-4,-17,31,-15,5,-5,-4,15,-19,22,-14,41,36,-19,-4,32,25,-5,-19,-12,-15,9,36,-2,5,32,41,29,4,42,16,30,16,20,39
42,27,8,-12,38,9,4,-5,3,34,-12,-2,-1,24,44,31,-7,43,43,-13,37,-5,-18,47,45,-13,2,42,40,41,4,-12,30,37,47,8,20,39,-11,33,10,-15,40,46,41,-11
24,-12,-6,30,41,18,11,-2,34,33,32,22,41,14,13,-11,-13,11,7,43,-8,-17,38,40,-3,22,-5,18,33,23,30,-6,40,4,31,46,-10,-4,19,33,-3,-11,-15,41,5,-16
-17,41,-3,12,35,-6,45,45,-19,36,21,-3,-7,20,31,14,36,9,-7,27,37,-20,20,-10,47,14,-16,41,26,-3,40,-12,-15,20,24,45,-19,28,19,-4,43,-7,16,-9,-11,1
38,0,27,-12,-2,9,44,-7,-17,35,15,-7,-16,46,-19,-19,17,29,18,-5,-4,10,36,-2,46,46,-1,8,31,-14,1,-6,38,38,32,20,-4,-13,-7,12,8,-3,-11,12,-3,42
-16,39,-9,11,-16,31,-20,47,34,20,23,-15,-18,31,44,14,-7,40,7,43,14,-15,40,23,25,-1,-11,-8,-7,1,26,43,1,33,41,44,46,1,-14,19,-3,-13,43,28,-11,-7
14,-7,1,-2,-6,31,-11,39,21,29,-14,-14,-17,47,-16,28,-8,24,8,-9,1,-11,47,41,38,39,33,-20,-4,10,32,-9,-1,19,29,19,36,4,-15,-18,15,-15,46,30,14,43
32,-4,33,34,20,-12,27,-6,42,-2,17,38,3,33,-4,-3,-3,1,-10,-1,30,0,34,-17,12,-11,-18,22,47,-13,-8,9,38,-20,-13,41,18,-9,43,38,-16,9,1,40,38,14
26,33,-3,-4,35,-11,-16,-17,-9,29,-8,-2,35,-20,-7,12,5,29,39,24,-5,-8,-9,39,35,46,-18,35,-11,13,-1,-19,16,34,-4,24,35,-11,-8,-2,-3,45,43,10,39,39
-16,26,8,-13,-18,31,-3,22,32,28,43,-19,21,-16,40,-12,-17,13,-11,18,30,35,27,37,-11,-8,-3,47,35,42,30,23,4,-19,36,33,38,34,46,-5,0,-11,-15,33,31,-17
36,45,-14,2,36,-1,26,36,44,-5,38,25,47,20,-18,33,1,-17,35,1,-11,-8,-20,31,29,-17,-3,47,19,37,38,37,-1,46,31,43,20,-13,5,-15,-6,28,-13,-8,1,42
13,41,-4,-20,46,1,7,-8,45,-15,39,18,41,6,18,-15,24,45,4,-3,25,34,-2,28,3,42,-12,-1,-5,45,5,-17,-2,15,-17,1,36,-18,46,43,37,20,6,-16,47,-4
-14,36,-11,-7,-17,14,5,29,-4,30,-11,-12,-7,-12,-19,41,7,46,35,-13,8,-3,12,46,37,22,-13,-14,-13,30,-12,26,35,-18,-19,-18,37,-7,-15,45,-1,40,-4,-19,7,-8
45,3,36,1,-15,39,-13,1,19,-1,-5,35,-14,47,40,39,33,34,22,42,7,44,10,-10,45,37,3,32,15,43,33,32,-13,-7,12,-16,40,13,-2,12,35,-2,38,13,34,16
29,18,-16,44,9,-2,22,-11,-3,-3,18,30,46,33,34,35,-4,31,40,-19,-18,-17,36,8,1,41,-1,-18,40,31,38,-17,-13,43,47,-6,22,30,-12,-19,18,-7,37,2,10,-11
0,-16,40,28,-6,24,13,-3,15,-6,9,39,8,31,25,-5,-18,-14,-8,22,-2,-2,44,7,24,31,33,24,-8,22,-15,20,40,-8,38,9,38,8,-15,34,-12,12,30,31,27,-7
-1,6,-4,25,-18,29,4,-13,18,-7,-14,45,6,43,20,38,37,8,41,25,-7,30,32,47,20,-13,-20,-2,-16,-1,-10,-14,4,-5,17,47,6,30,23,-10,28,44,-19,-17,31,17
-17,1,33,-4,-1,5,46,-15,-8,24,-10,-7,-16,-4,15,33,40,43,-11,6,-13,-9,13,-9,4,29,19,41,-20,36,-6,6,14,-19,12,39,37,24,-16,-15,12,41,31,38,14,-5
26,-6,-13,-2,29,14,-18,34,-8,47,-14,19,37,10,45,38,-3,-2,33,13,36,-18,-12,39,17,39,46,2,26,-18,45,4,-12,11,47,-2,45,15,-5,41,22,43,-15,14,35,23
45,6,13,-18,-8,21,3,39,-3,30,37,19,-2,33,47,16,45,12,46,-8,6,-2,-15,47,11,-4,-2,-12,-17,-10,2,30,-10,4,-4,6,36,-9,0,37,8,-19,5,33,-2,24
25,46,9,-13,-8,12,29,29,-15,-17,8,38,7,-2,31,14,15,41,-3,45,2,-4,-1,0,2,-4,-13,-20,30,38,-5,-11,3,34,-10,-4,-12,39,31,27,-18,46,19,46,-13,-1
-15,29,33,32,-18,34,-17,-5,-8,-10,39,2,-2,13,40,32,-13,11,35,7,40,45,43,40,-3,37,33,15,-2,16,32,0,-17,1,34,34,-6,3,-17,4,-2,28,25,33,45,-15
32,37,33,21,18,-14,29,19,24,34,-8,40,-1,-6,38,33,-15,25,26,41,19,-1,26,-14,16,-11,42,22,19,41,-20,-12,40,34,25,-14,44,37,13,46,47,-18,-8,-10,22,-2
45,39,10,29,-18,41,30,15,-8,22,-12,39,-14,4,-17,2,-1,42,-13,27,39,34,3,-2,38,10,-1,-10,-14,13,19,44,-5,22,44,28,47,47,34,15,32,25,32,-5,40,-3
28,39,-16,-13,24,-13,16,-10,-9,-3,13,-4,-17,3,-6,-15,41,-6,11,38,-19,2,28,-9,-5,11,-10,29,20,33,16,-15,5,40,-10,19,20,35,40,-5,45,42,-12,-7,33,10
28,33,45,38,43,-19,47,20,-10,35,31,9,36,37,3,-13,-3,-9,-19,1,2,-2,-4,-6,-14,2,14,-19,-8,-4,24,42,0,-3,-9,29,13,40,-18,29,-17,23,-6,18,42,28
-9,-15,39,35,-7,32,28,-17,39,44,42,35,39,23,44,18,-13,34,-15,-2,-19,-7,42,10,-16,20,46,-10,-9,12,-13,-7,23,44,40,42,-16,-14,-10,-16,-7,28,44,-4,17,-18
-14,-9,-19,7,-1,22,40,-12,-15,39,32,-18,42,-11,12,31,41,33,24,-14,43,39,34,3,5,-7,-19,-6,-16,7,8,-6,-16,46,44,24,35,42,18,-2,-16,17,46,29,32,43
15,-1,18,-15,-2,-10,-14,29,1,34,19,36,39,5,5,-10,45,25,-8,-8,32,40,6,-7,36,-20,39,1,28,30,-5,40,44,11,12,-12,43,39,44,17,42,12,41,26,-1,-10
-6,6,-15,-15,6,29,-10,45,25,43,-11,33,-12,11,19,-5,42,-5,35,-7,28,39,32,32,5,44,10,-18,-4,33,-1,-12,-10,-11,-6,-10,46,42,-8,-13,-3,47,-11,-11,-5,-2
-14,4,16,47,29,46,14,42,-13,45,3,31,35,42,0,-6,35,-12,34,4,46,3,46,17,30,-9,39,-13,9,-14,29,23,31,12,34,18,47,-1,33,19,20,42,-19,27,38,36
9,-11,39,26,42,36,23,44,-17,-3,13,-6,-2,30,37,44,15,-9,8,44,-14,-18,-15,20,6,-7,-8,30,47,-6,12,36,-12,27,35,3,-18,28,-20,-3,32,15,19,-16,46,1
34,-16,-14,-17,-16,43,30,38,22,-11,-8,30,-3,14,-14,-5,33,23,-11,29,34,27,39,24,16,-10,-10,-3,39,10,31,42,-3,-10,-13,35,-16,22,8,-9,-16,44,29,-20,33,0
18,-11,25,33,-17,14,-19,15,41,-8,-20,45,34,-12,8,33,-19,42,30,42,-11,-13,-9,-13,-7,-2,14,-9,32,3,-20,29,-18,4,-14,41,-10,37,-1,31,-7,12,-4,-2,21,34
18,-10,-18,11,-9,31,12,35,6,-4,-1,15,41,32,40,7,20,38,10,-8,43,12,-17,44,-17,2,20,47,3,43,8,44,-1,12,33,-3,24,-2,40,14,12,35,-2,-6,46,25
-9,17,18,47,19,-1,31,31,35,9,11,-15,45,36,-19,-11,-9,-6,18,29,-8,-5,31,-10,47,22,4,-4,22,42,43,47,-19,-12,-6,-10,47,17,4,-10,45,27,30,-10,34,-6
31,43,-14,45,40,46,37,-19,32,31,33,29,16,-5,-15,30,-1,-1,25,42,28,45,-19,-16,-2,-5,47,39,12,33,41,27,-7,-8,11,-4,19,-7,34,-12,-20,34,-3,-17,14,-6
46,6,-7,47,36,-17,39,42,42,32,31,11,33,16,-4,-17,47,32,16,-1,36,14,40,29,36,25,39,-18,-11,45,6,43,33,-14,-11,5,-16,-15,47,5,45,-11,42,31,41,15
28,33,47,17,35,40,1,-6,-14,25,33,8,9,-1,-6,-2,-16,11,-13,5,23,32,45,10,39,20,28,-8,8,-10,36,-14,36,-12,16,32,40,7,37,-7,18,-14,-17,14,-3,3
13,30,45,-10,-14,28,8,30,0,46,-20,44,32,13,-12,24,1,39,17,30,42,33,34,0,17,31,6,41,-11,36,29,22,43,13,27,-19,39,-4,42,-7,9,33,47,35,3,-17
-11,13,31,17,6,32,2,40,-5,-8,41,26,42,19,16,-19,21,-1,-11,-4,-1,-13,44,40,1,37,-1,-14,47,22,35,33,42,24,38,46,3,-16,-10,-11,-11,36,31,27,20,47
10,-18,31,16,22,47,31,40,40,6,47,33,-16,27,34,-20,42,-6,35,35,-6,-13,35,30,37,32,36,21,28,-16,5,-13,-4,18,35,9,4,-16,33,9,8,39,33,33,21,-7
46,4,5,-6,-9,24,22,31,45,16,30,14,26,39,-8,30,2,35,39,-15,34,8,-19,16,44,31,-8,0,6,-15,16,31,-10,17,-2,47,-19,-6,-7,-16,1,-3,43,-13,18,-19
27,-4,15,-5,38,35,39,-13,22,-18,7,-3,43,44,2,-12,-9,10,31,38,-7,35,44,9,-15,25,23,-12,47,4,47,-7,-7,5,41,-6,31,17,-4,29,-16,44,7,-11,7,-13
-6,28,14,45,34,12,-16,43,11,34,41,6,-7,-2,-20,-11,25,-10,-13,19,47,9,-15,47,22,32,-6,20,29,34,7,-7,21,-10,-9,43,6,-8,-3,25,-7,0,45,-13,25,43
26,-8,-16,12,42,32,5,-15,-15,8,-10,32,31,-12,-18,-12,-15,32,-5,6,1,47,-5,-4,15,-18,46,-1,29,6,-6,6,25,45,10,43,-20,47,27,-19,35,45,-9,27,31,-18
45,32,32,-2,-7,6,-19,42,43,38,-10,27,33,41,31,21,45,6,37,17,37,-20,13,-19,-4,37,32,-14,-3,5,33,38,8,29,25,40,-9,38,-9,38,3,37,43,-19,23,-4
14,-18,6,37,-13,-20,-13,-12,17,43,37,10,32,-6,24,46,-12,-9,-3,36,-16,-18,31,9,1,-13,-19,7,6,-4,44,3,47,3,-6,9,-11,42,27,41,46,8,43,38,43,33
-13,-7,46,-4,34,11,23,31,-13,19,1,35,30,29,2,29,40,9,-13,22,10,40,32,38,39,32,-3,37,36,-8,42,38,30,25,5,43,44,36,2,45,-1,-7,-18,-12,42,2
-14,-12,-12,23,37,20,46,23,-9,14,2,-11,42,-1,43,-11,10,-7,21,-10,41,42,-1,44,39,-10,-3,19,-12,9,31,33,-7,17,-13,37,36,-9,33,22,26,41,32,42,42,24
3,-11,42,-20,-11,-16,41,0,-15,33,-13,-20,29,28,12,-14,34,5,-9,-15,-6,47,-11,-5,4,39,44,-20,41,42,-2,-1,-19,5,47,18,36,45,33,14,46,23,-15,40,19,-19
39,15,36,16,43,18,-3,17,37,-5,45,-18,1,-5,-3,33,15,39,40,30,45,43,-20,40,7,45,30,11,-8,-3,-6,43,14,-6,27,-14,21,-16,28,30,40,-2,35,-6,-12,16
4,35,8,38,39,-13,-13,23,45,32,16,47,11,-1,3,37,-18,-4,-1,-4,10,-3,1,41,19,-12,0,35,-8,3,41,-14,-5,26,36,30,35,7,30,-2,34,12,15,-1,-6,20
-1,10,16,37,-7,20,37,6,20,31,32,3,38,15,25,38,12,-10,-1,-4,18,43,6,-9,5,37,-1,-15,23,-6,-5,6,-13,22,28,38,-11,27,-4,-4,35,11,20,35,46,23
1,33,40,43,9,34,8,-2,29,-13,-19,33,21,31,-11,13,-19,-17,37,47,15,44,13,33,40,29,10,-14,35,18,38,-9,45,7,35,43,26,45,37,-10,-13,41,-20,-16,23,42
13,-2,-19,34,-2,39,-6,-15,13,-7,1,-13,34,5,1,-1,16,-11,9,-18,-19,21,16,-12,39,22,44,0,-2,33,41,9,47,32,33,10,32,-18,33,42,38,45,-11,24,44,-12
43,-7,-8,-4,-4,1,25,30,-4,-7,40,37,40,-3,29,44,-1,39,-2,20,-19,32,17,29,35,23,-16,-11,32,-14,-18,-5,24,29,-18,7,-2,-10,-15,38,0,45,36,4,45,-3
-2,-19,22,33,-3,-9,13,-11,18,-7,42,24,6,-12,-13,27,37,35,29,27,-6,19,35,37,2,29,21,45,27,-11,-15,35,44,32,32,27,20,-2,17,-6,34,25,45,26,23,-19
5,47,-13,-2,-17,31,26,36,-4,42,-10,33,19,36,-13,-11,-17,10,18,45,25,-6,42,19,29,20,8,35,44,-1,-4,-4,10,47,29,5,35,14,-15,-9,-8,45,38,25,41,-13
-13,1,23,43,-13,21,-15,35,3,-10,36,32,10,41,4,43,47,38,10,46,8,-7,-17,2,-1,20,47,43,37,38,30,-12,-13,3,35,-5,-3,-7,34,15,17,42,-15,28,42,-13
35,-19,-4,4,-3,13,-2,42,43,38,20,-5,17,47,-18,9,-18,28,-3,43,42,22,-14,12,36,36,28,35,12,-10,13,-12,9,-2,22,30,2,33,10,-12,-10,-16,30,31,17,-3
40,9,43,41,9,-11,-11,36,7,36,19,-19,-9,38,-2,-6,17,-15,-7,25,-17,22,3,-7,38,1,-17,28,8,-15,2,-8,-6,-1,6,-14,41,46,39,4,29,-7,41,-11,10,-16
29,-2,46,32,1,-5,34,-1,15,31,-1,38,40,42,27,45,27,-8,35,37,42,2,4,-17,34,-9,12,-8,36,12,41,20,-11,35,3,-7,-13,-18,0,-2,42,-18,-16,44,-2,5
-9,22,-5,28,32,3,12,31,-10,15,35,34,-19,-7,32,15,6,-4,5,-16,28,-4,-5,20,-6,42,-5,-16,33,8,-11,-9,-7,-18,42,40,-16,7,7,-4,-2,44,-20,-7,39,46
-13,-11,43,-1,1,-17,32,47,31,41,-7,-10,14,-2,-10,23,-16,11,33,-14,-9,8,7,-12,26,38,32,23,42,12,-18,1,10,-12,-11,34,-14,-6,38,39,28,-12,32,-18,41,-8
-12,0,26,-11,-3,30,41,28,27,29,-18,6,0,47,-4,36,-9,18,26,-10,-12,35,-16,40,24,-2,21,45,-10,6,-4,-14,-11,35,14,-6,-10,2,35,46,6,-14,30,-16,10,-4
-9,3,10,-12,32,19,-10,30,23,34,-6,35,22,-14,-15,1,35,44,-3,8,29,14,42,12,0,29,-18,17,-3,38,-12,12,-17,24,32,32,40,41,-20,30,14,-7,34,-11,-5,-15
14,34,31,25,45,-2,-18,-8,28,31,-19,-3,-3,-10,32,4,39,19,42,-1,10,-16,-11,-7,31,25,-7,5,-16,-20,10,-3,2,42,-9,9,-18,-20,2,44,35,30,30,11,-6,-6
-1,10,43,-14,7,-12,18,-14,24,33,18,-17,37,32,-2,38,3,46,-4,39,39,35,42,-4,34,6,37,-5,18,-19,47,5,15,-16,42,26,-12,-8,21,43,6,39,-19,31,-1,11
45,28,-3,9,18,46,27,-7,27,-7,-13,40,-12,26,-14,42,-11,30,-2,6,-8,-14,3,35,-15,46,-12,3,1,42,38,36,-10,21,47,-5,-1,-11,19,-10,40,9,35,15,22,31
25,-17,25,-19,20,-18,-14,17,42,-15,41,5,-3,42,39,28,31,4,40,-11,-12,-3,36,40,-8,-17,-7,2,-3,37,7,39,1,-9,44,7,-12,26,-10,25,28,39,42,33,24,-7
44,4,0,-9,32,35,35,35,-16,10,-2,-5,45,-14,-9,1,-10,45,32,47,-19,11,30,-8,-7,-9,0,35,3,31,-1,-9,38,3,-1,20,20,-14,46,8,-13,13,-16,10,18,-18
-11,-7,35,11,17,31,-18,10,35,-14,29,-20,5,39,35,36,21,29,27,-18,33,8,13,-6,-2,46,17,32,10,47,-19,-4,-7,-8,39,15,38,-9,30,21,-5,45,34,-8,41,15
34,25,40,-17,21,38,36,33,0,-14,-1,31,-17,-13,-13,26,10,33,5,35,-13,20,-7,-17,38,44,-12,32,33,-12,1,-10,8,30,33,2,-1,14,-14,19,-17,-19,35,-2,21,-14
10,45,44,-12,12,-14,39,-1,27,-7,-1,0,32,30,-2,-12,36,19,13,-11,11,46,41,15,25,-14,39,31,45,-20,8,38,31,1,32,-10,-19,-3,1,-13,-12,2,-5,-13,16,-12
31,-15,22,35,12,-2,41,19,-6,45,32,17,39,45,-6,-2,30,26,-3,27,22,38,46,26,46,21,-15,25,-8,13,31,39,-18,5,18,-10,43,25,-2,-14,41,16,28,34,41,6
44,38,-12,9,-4,29,-20,43,10,-11,1,41,16,47,2,-12,41,34,39,40,-9,38,-17,30,22,-3,34,42,38,41,-5,31,34,-9,35,1,47,17,-19,-16,-1,29,10,43,4,-8
39,27,-18,21,16,-19,-12,-1,-2,24,15,29,46,4,11,44,-1,-9,36,42,12,46,3,43,13,-18,-10,47,38,-13,5,47,21,32,-7,-12,24,34,29,-8,40,2,43,23,-20,-6
-10,-5,-1,-8,10,40,10,-9,-19,20,-10,34,16,-4,-10,47,38,7,-10,19,22,46,38,14,26,-5,-20,-6,-10,11,25,-6,3,43,-15,14,21,30,36,0,38,14,-16,-6,0,34
42,10,-14,3,21,-3,-13,9,10,-7,-14,-1,-20,-8,14,34,-5,34,46,47,35,1,-14,26,25,29,-20,-5,-7,34,17,-13,47,-4,32,-11,-10,13,-4,-5,29,17,34,-16,14,-11
-9,39,31,45,34,-17,23,-14,3,-17,0,-18,15,-17,23,43,-1,-18,43,31,-5,20,-10,2,5,29,-8,29,16,29,-12,-14,25,30,36,6,8,-15,30,-11,18,-4,-10,-1,41,34
40,21,43,-6,39,28,-12,42,6,35,-9,33,17,-7,-8,26,32,28,-15,3,-19,41,25,38,-16,23,47,7,32,-10,-10,46,-4,27,-17,44,-5,35,5,-16,-18,-14,46,18,7,-1
-4,27,17,36,13,45,-19,14,18,-16,-11,30,39,20,-12,38,16,46,39,-8,31,1,14,37,-12,9,-5,19,44,45,-1,39,30,3,44,10,12,-4,-8,47,-5,-2,33,15,-1,24
8,-6,24,41,40,16,46,19,47,39,39,30,8,-15,-9,21,35,46,-9,-4,-11,45,47,-18,15,-11,31,-4,46,33,-17,19,36,-13,-18,21,27,-16,37,32,2,30,-9,37,-16,-12
