barbarian_0_x,barbarian_0_y,barbarian_1_x,barbarian_1_y,barbarian_2_x,barbarian_2_y,barbarian_3_x,barbarian_3_y,barbarian_4_x,barbarian_4_y,barbarian_5_x,barbarian_5_y,barbarian_6_x,barbarian_6_y,barbarian_7_x,barbarian_7_y,barbarian_8_x,barbarian_8_y,barbarian_9_x,barbarian_9_y,archer_0_x,archer_0_y,archer_1_x,archer_1_y,archer_2_x,archer_2_y,archer_3_x,archer_3_y,archer_4_x,archer_4_y,archer_5_x,archer_5_y,archer_6_x,archer_6_y,archer_7_x,archer_7_y,archer_8_x,archer_8_y,archer_9_x,archer_9_y,giant_0_x,giant_0_y,giant_1_x,giant_1_y,giant_2_x,giant_2_y
47,41,43,37,37,-10,46,36,42,-8,3,47,36,-20,40,-11,31,-8,-1,38,36,30,-9,-11,2,-10,-16,41,43,37,2,32,34,45,-3,28,29,-19,41,-3,-2,-7,-16,-1,35,-4
42,39,25,-17,-18,46,41,8,22,-6,34,45,46,19,39,36,-16,9,43,29,39,-18,34,21,-5,-10,12,-13,22,34,-5,12,11,32,-20,-15,30,28,34,29,36,33,34,15,33,30
-4,-15,40,44,31,-15,27,-10,42,20,47,0,4,41,-14,-6,42,21,-12,29,-8,14,-18,-1,42,27,-7,44,-15,-12,28,39,-2,41,23,-4,41,-14,37,-17,-3,36,-12,-16,-20,29
33,16,30,-14,38,6,9,39,28,41,-1,29,34,-2,40,45,-17,10,8,-16,-19,30,-17,22,6,42,38,44,-6,29,-5,-9,22,34,-11,11,-4,-19,33,-12,41,26,5,-10,-14,30
44,-12,30,42,-2,44,19,46,-15,-17,-7,-15,36,25,44,27,30,-18,-14,44,19,33,11,29,-8,17,37,-19,39,6,-16,-10,-16,35,35,-14,44,15,47,45,44,31,30,6,36,43
-6,8,-16,33,5,29,-6,19,-18,31,33,17,-9,-11,-3,-4,30,-14,-13,41,29,29,-19,-7,-14,-12,27,37,38,8,-16,-7,-17,38,-13,39,-13,47,14,-11,-12,23,39,40,5,46
-18,-14,44,-13,-12,-16,8,-2,35,12,36,2,46,-6,34,21,12,35,10,-16,44,40,-16,11,43,29,-17,27,-13,38,-12,19,32,32,-15,43,41,44,-11,-13,30,20,31,-19,-14,31
44,42,-7,34,1,-19,-16,47,41,-15,43,-15,-15,41,-12,0,5,-5,-9,-6,2,43,21,-18,-10,5,-9,39,36,-20,19,-2,45,-7,-16,-20,10,47,36,4,25,-19,35,30,36,36
22,-20,16,-17,-20,-15,16,40,47,-16,42,1,35,31,43,-18,-12,-19,-17,-19,16,37,44,23,-9,1,39,-11,37,-16,32,-14,34,7,18,-6,32,29,-11,19,-15,45,-5,42,29,36
43,-15,25,-11,40,-9,27,-18,43,-2,46,-1,-13,46,30,36,11,-8,20,42,6,-14,-19,20,47,-20,40,-9,34,38,9,42,3,-3,17,-6,11,42,46,1,44,41,-15,27,30,14
31,1,-8,19,-5,31,42,38,-15,43,42,30,46,-20,15,38,1,-19,-7,45,-17,5,30,1,36,17,41,2,6,-9,46,47,-1,-11,30,30,-7,-14,34,36,14,37,-9,15,31,-7
4,42,-12,33,20,36,26,-2,-18,-12,-15,-13,27,-20,41,36,-12,-11,-2,-3,19,45,9,-10,27,-16,33,-12,-19,26,15,42,33,19,-3,45,14,-4,-18,34,34,8,3,-19,-8,-18
-17,-18,-14,10,-18,-3,-20,30,-4,42,-12,40,-9,22,18,47,16,-19,-16,28,-6,2,43,20,30,2,11,-20,38,28,-11,-11,-13,28,-12,39,-4,5,46,-15,12,-8,-12,13,-1,-7
-11,0,-19,5,-9,-10,-8,-3,18,-4,-9,42,42,36,43,38,-6,37,40,-9,-16,47,41,-5,28,36,42,-3,-20,17,44,39,31,-13,38,3,-7,25,31,-17,35,29,-5,-20,36,7
-5,8,-16,36,33,16,-20,34,37,20,-3,23,-4,13,36,41,42,-10,-18,26,29,34,33,44,32,-1,43,-9,34,46,-13,11,-8,-3,0,-9,19,-11,31,-7,-12,12,46,3,30,19
-8,-13,-7,45,11,-2,0,34,39,27,-2,-19,17,46,-8,29,16,-10,-9,1,20,32,41,41,-5,17,38,10,41,0,-2,21,-7,-15,2,-20,-9,-17,-15,-11,-17,36,10,-15,-9,0
40,-20,33,0,47,5,46,13,36,-15,40,-8,37,40,-14,43,35,11,47,16,41,47,36,7,-16,42,39,0,34,-20,-19,37,43,-11,43,36,-12,23,19,-10,21,-10,-14,43,45,-9
-12,25,34,-13,42,25,37,-9,41,6,-6,4,31,-17,30,29,29,-4,39,36,32,0,6,38,4,37,35,-10,43,38,-15,23,-10,-17,-8,-13,42,6,7,47,33,33,-17,14,-17,35
37,-18,37,8,40,28,-16,-11,-18,45,2,45,-12,46,2,-3,34,24,16,-18,-18,31,46,6,37,41,39,-2,36,-7,25,-4,-10,45,-2,-16,38,-7,-6,-13,43,26,41,-2,44,5
-13,6,-8,-2,40,31,-19,41,-11,42,11,44,29,-10,-18,40,43,16,-14,-14,-10,-19,47,24,46,-13,19,41,35,-4,-13,12,-6,33,45,41,7,-6,-3,41,-8,-11,-18,32,0,-9
29,-18,-11,39,37,32,4,-2,35,29,-11,-8,41,34,35,10,-5,38,19,-3,29,8,21,32,36,-14,-11,-2,31,-14,-10,-9,41,15,26,-11,5,33,40,36,-13,35,41,-19,45,28
40,44,46,29,-16,39,11,42,39,28,22,-2,47,18,-20,23,-1,39,1,34,44,-14,2,34,24,-16,42,-16,43,-19,2,-6,26,-4,40,28,-18,9,38,2,46,33,32,5,39,5
33,44,-7,40,7,-7,33,-9,38,-9,0,-20,45,37,31,39,40,34,29,37,-5,-9,17,-11,-8,-15,-8,16,-13,6,23,-10,-20,-16,30,37,39,43,26,-5,-18,4,39,29,45,9
-17,41,34,-19,38,45,-20,-15,-20,32,-3,-2,45,47,35,38,24,-8,11,43,44,-18,-10,-5,23,33,35,44,36,33,25,-14,42,5,41,14,21,-4,35,43,37,44,-11,-8,-11,-15
30,21,24,33,42,42,47,41,2,45,16,47,40,2,-17,-2,-6,21,-19,-19,-13,33,7,-7,-3,38,7,-11,7,-14,41,-16,-5,30,35,-13,13,45,46,29,-4,43,-2,2,-4,2
-15,29,39,-13,-17,-14,-10,36,15,31,3,36,-19,-12,39,16,-7,6,28,40,31,9,33,-15,-15,-6,12,47,-19,38,-17,-5,47,41,-4,35,-20,-18,-11,22,44,9,18,-20,39,-15
41,41,41,41,10,40,-3,41,23,-12,42,41,38,42,-1,-14,27,47,45,38,-17,11,-18,-13,-11,42,24,31,45,-11,24,37,-16,2,15,37,-10,-16,-16,-13,47,29,-6,44,40,32
46,5,47,28,38,11,34,29,38,30,-20,39,-3,36,47,-13,-11,27,-13,34,39,10,31,1,-9,-17,41,11,-7,-20,38,7,26,-4,-2,22,25,29,-2,12,39,23,31,-10,5,-4
32,33,47,46,-2,11,17,34,33,-6,-15,6,45,-8,47,32,-12,-1,7,-7,-5,15,30,22,-20,36,9,-9,31,31,-14,31,13,43,-12,-6,-4,36,-6,-17,39,-19,-12,-11,-16,-14
-15,7,-13,25,-11,3,10,-2,-9,42,36,33,37,39,22,34,-14,-3,41,21,0,31,15,34,-6,41,-2,-16,12,34,10,40,-18,7,35,9,-2,23,7,45,-1,45,-7,-12,-13,-7
-13,-19,35,38,21,36,39,46,-1,-8,-16,-6,-1,41,40,-18,-9,-17,13,-14,-20,-19,32,14,41,1,10,-11,37,36,36,20,-17,-4,-20,26,-18,8,-17,-18,26,-16,-3,-10,18,41
40,11,-18,33,-14,-16,-9,-2,-14,-20,4,33,-5,-9,-15,37,1,45,17,-3,-3,-9,0,-2,46,43,31,-6,38,-20,40,-11,36,42,4,32,31,46,-13,42,-17,-13,-10,40,18,43
-13,-17,35,-9,34,-4,41,-2,-12,30,-7,43,-18,30,5,38,41,29,46,-17,30,41,40,42,-13,41,-14,-18,35,-8,37,20,-13,21,30,40,4,-15,-14,18,34,15,-6,-19,-20,-17
-18,-12,-15,-13,-4,46,-11,-13,39,31,-8,7,-6,-10,32,-1,-7,3,27,33,31,-6,20,36,41,39,30,-11,-5,46,-7,42,-8,-13,-3,27,-16,43,-14,46,40,45,-16,30,43,-10
31,16,37,-18,-11,14,-3,14,30,29,6,-14,-6,30,-13,26,42,8,10,36,33,-12,-7,28,-19,-8,19,47,35,-14,40,11,-9,2,31,30,-8,43,36,30,32,8,39,-9,46,-20
6,-5,43,46,-11,-1,19,45,7,39,-14,-18,6,31,15,-3,46,1,29,-11,27,38,44,-10,-7,-3,31,-5,-8,9,-4,-6,-3,11,20,-18,-20,34,8,-4,46,38,-3,27,37,8
42,-20,25,29,-9,44,3,47,36,-13,4,41,37,-20,-2,47,29,-7,-16,46,7,-2,30,19,34,-11,37,-17,-13,22,12,-19,-12,-10,38,-15,39,-14,41,12,39,31,32,43,-3,3
-12,-4,32,-10,32,6,45,41,37,29,-19,40,25,42,10,-15,25,-2,40,-18,41,44,40,-11,-14,33,-9,12,41,38,-14,2,-10,-2,0,31,40,36,-15,-13,-6,31,-15,29,2,35
-5,-8,-5,21,-13,35,-9,-15,17,-7,34,-5,26,29,-3,-18,-20,41,45,45,9,32,-15,-7,30,-8,38,19,-15,-19,-9,-11,15,29,29,-17,31,-18,47,-7,-19,20,36,13,5,29
-8,13,8,32,-12,8,15,29,31,6,-9,-18,25,-10,41,44,-7,18,-5,-5,3,47,43,46,41,-3,44,2,41,33,-12,-6,8,-6,39,18,-6,-4,-4,1,-8,-15,47,38,-10,6
39,-2,4,-15,-11,40,-17,34,39,32,32,-9,18,-17,-15,12,45,-18,-14,-3,24,-16,37,-3,44,-20,34,-18,-15,33,-13,-1,-8,30,1,-15,1,34,31,-2,9,-8,44,-8,31,-18
37,27,39,13,45,-12,-12,37,0,29,47,35,39,6,30,20,44,-18,41,32,45,33,13,-6,39,-11,7,29,14,-12,-13,37,33,27,-20,-8,43,-9,39,39,31,-11,35,29,42,-8
-4,35,-10,-18,-9,38,33,11,46,-20,-16,33,-9,-7,-20,35,36,0,32,44,27,-15,40,-15,27,-15,-16,24,38,35,-16,41,-13,39,-3,14,-7,-8,43,-9,1,-2,44,39,43,34
46,-5,31,41,-5,-6,-19,28,9,-19,-14,37,-5,-14,37,-12,-19,7,11,-3,28,29,38,10,22,29,-8,-5,-16,10,-17,47,41,23,-9,26,46,24,35,24,-11,10,43,45,-7,-5
4,-12,44,30,-9,31,41,24,41,31,47,26,11,39,31,-16,-20,31,42,12,35,33,23,38,39,29,-18,35,-6,9,43,46,36,-10,35,-16,38,29,26,34,-17,-20,-4,-13,18,46
11,-9,46,-17,37,39,-16,-18,9,-12,31,17,-17,6,-19,36,-8,18,32,21,-12,-20,31,-20,43,-9,9,-11,-5,47,29,-19,41,-1,19,-17,-14,10,39,13,3,40,24,44,-15,-14
35,26,-18,10,30,42,39,-8,-7,34,-8,20,-19,-3,40,41,16,37,-11,7,-15,-13,34,-11,36,37,26,38,35,3,34,19,-17,-1,-13,47,-18,30,28,-11,7,-11,20,-19,1,37
43,19,-6,-19,8,34,-16,38,44,-13,-18,29,20,-13,18,-12,17,38,-5,42,-8,16,33,-3,42,11,39,31,41,14,-20,34,0,34,15,37,43,-19,29,45,36,12,-20,-15,-2,34
-6,41,-20,30,-20,-7,6,-16,-10,36,30,-20,33,9,-8,45,-12,24,-19,34,9,-19,-14,18,-17,-1,29,27,4,-12,45,13,41,-3,-11,-5,45,15,-16,41,-17,21,-1,43,-9,29
10,36,33,0,13,-10,-6,47,-17,34,-7,-16,18,-8,38,-15,39,47,41,-4,-17,-16,-7,40,-16,23,-7,40,20,40,42,11,-14,36,-7,-12,38,47,29,-4,-9,43,29,41,-6,41
47,-8,10,41,-19,-4,32,41,35,9,46,13,-3,-18,44,-12,33,31,40,17,37,-17,13,-19,-20,-15,41,-6,-18,34,27,46,33,4,3,-18,33,8,-13,21,-10,29,42,47,-15,-3
-2,35,39,2,29,39,-19,7,33,21,41,14,-2,13,-3,38,-14,39,-7,-16,38,31,32,9,41,-9,45,-16,33,31,-4,-10,47,30,-4,42,-13,4,23,44,13,36,46,30,16,-7
44,41,43,-9,20,47,-2,45,-4,28,26,-12,46,28,-15,15,-12,-12,-6,-13,37,36,-12,-10,46,-17,32,-5,33,22,-2,-6,30,-12,3,-19,28,39,25,-9,14,34,-18,47,-15,-14
4,45,39,11,45,-9,45,36,37,9,45,25,16,-16,47,42,37,32,9,-6,33,46,-7,0,-2,-20,-17,-4,32,-5,-19,37,38,-8,42,35,47,-13,-7,25,39,34,0,33,20,35
34,18,42,18,-3,31,2,-5,-15,-2,-8,-14,33,38,34,-10,2,45,29,44,47,40,28,37,-13,44,-16,-16,35,-12,43,-11,9,-11,33,36,-10,29,-8,39,41,21,-3,0,45,14
39,3,30,-10,2,-5,5,33,27,42,-12,-13,-3,32,47,40,-6,20,-14,-15,40,27,-15,39,-4,-19,43,23,5,32,40,44,1,32,37,-10,33,23,25,31,11,36,0,-4,39,28
46,12,-1,32,26,40,-12,-2,10,47,-2,5,41,38,-7,42,29,26,45,-8,-17,-8,37,27,-8,-3,43,-19,27,47,33,33,4,36,20,44,24,36,30,23,-11,46,-17,17,31,21
-20,43,-3,12,41,32,29,41,10,38,8,-2,-14,6,8,34,-5,23,23,46,47,19,47,-8,36,15,-12,12,37,36,8,-5,45,-15,45,41,-7,28,47,30,29,46,-17,14,8,45
37,-12,-18,44,40,20,-4,29,-2,36,30,-3,-7,16,-12,-13,-10,-20,41,-1,11,44,32,31,-9,10,19,32,42,47,32,-9,14,-18,7,44,1,-5,-13,-8,-17,16,-12,11,47,37
-14,11,46,-4,40,25,47,23,42,-10,47,-7,17,-6,4,43,-14,31,25,-9,4,-20,17,-14,-8,34,-1,40,35,40,-20,32,-14,37,36,8,-12,-16,10,38,7,47,-8,33,31,-14
-11,-2,7,-14,47,4,46,29,29,47,-12,15,17,-17,-8,21,-9,32,30,-3,47,35,37,2,-15,-2,-14,-6,42,0,31,42,43,17,-18,37,43,46,4,-3,-2,-7,-20,-4,19,-17
-4,33,24,-12,-12,35,27,-15,-7,-20,47,-15,38,35,-18,-5,29,39,-8,40,8,44,-7,-18,-5,43,4,-17,-15,-8,30,-18,41,-10,24,-2,-2,30,30,42,-18,-20,-19,37,-6,-5
46,37,-13,0,47,5,15,-3,13,-17,42,-10,17,34,27,30,29,-18,-7,42,0,-14,-1,40,-14,10,39,-7,-8,-16,46,-4,47,37,40,-7,32,46,-20,33,-20,-15,33,-3,17,-18
-17,25,27,-11,44,-17,15,-11,-2,33,-12,46,46,43,-19,15,42,-8,4,34,-14,19,41,31,-19,31,-7,-20,20,42,16,-17,34,-15,-14,-15,44,-5,-14,45,-16,13,44,33,16,-13
-5,-9,-3,28,-11,-18,-19,-20,6,-10,31,2,44,-15,-10,-7,32,21,42,-7,-3,-1,-17,18,-6,-16,-20,-17,34,-5,32,-2,-3,38,39,-15,36,11,30,33,35,19,35,7,19,-7
34,43,-15,32,13,34,-1,42,-17,41,29,25,14,47,41,-13,34,-11,26,33,43,-20,29,47,39,-20,43,-17,-17,5,38,-16,11,30,-18,45,25,-13,-16,44,-13,-4,-10,16,-2,-7
42,-13,38,19,-3,38,9,-17,27,-12,40,45,-20,-11,-12,-20,-13,-6,-17,-20,-9,5,5,-18,-20,-5,-10,36,4,-7,38,-6,29,16,32,-19,47,-11,44,-7,47,41,37,46,40,-11
43,25,-10,11,-12,15,-11,40,40,-18,-3,9,22,-20,36,8,0,-20,-5,5,43,0,37,1,38,35,-6,-16,-18,31,35,47,36,-20,10,39,-11,-9,-18,-6,19,30,47,27,-6,28
-12,-8,27,-19,-4,-7,-17,-2,41,4,34,16,46,22,45,-18,13,30,34,-16,22,-10,40,-7,-18,-4,-8,-20,-6,8,46,-6,-17,4,26,-14,20,-20,-13,37,-5,41,29,23,-10,28
5,31,-15,28,46,47,45,2,24,30,42,-10,29,-2,31,13,-14,1,11,47,-5,37,26,47,-16,34,39,-4,-4,40,32,0,32,-10,-5,-20,34,-6,38,22,-16,22,-15,-11,2,-4
7,36,20,43,28,45,37,-17,4,-17,44,32,37,-3,42,-16,30,-2,43,-6,39,30,25,-11,-20,-18,-7,-10,19,-4,37,-5,14,-4,44,-14,21,-12,37,29,-16,-9,46,27,-5,-17
-6,-10,-5,38,47,-7,46,41,36,38,-2,-4,40,40,-19,-20,18,-18,-17,32,-5,-8,-8,40,19,-3,20,-12,34,11,21,-14,14,47,35,38,-5,42,-4,42,19,45,36,-19,21,-9
9,45,40,-3,40,39,37,29,19,-9,-12,45,43,38,47,45,45,-13,29,29,-11,17,-8,8,-15,-10,-19,13,29,0,17,31,40,-14,-16,34,-4,47,-10,42,4,33,39,-16,-10,17
37,-15,26,-10,-8,9,-10,32,-11,31,-6,32,-7,0,-5,-20,13,-20,38,4,35,32,-12,22,17,42,-17,39,3,36,-12,38,-11,21,25,38,36,30,5,34,24,44,7,-13,39,-9
-10,6,-12,15,-12,8,33,1,36,38,-17,-5,24,47,47,-12,14,-15,26,33,1,42,21,31,21,32,11,-17,0,47,19,40,13,35,-8,44,-3,-8,-4,15,32,7,18,37,-6,-18
36,10,39,41,47,47,35,-19,35,-15,43,10,7,-6,-5,-4,11,39,44,47,-6,-16,-2,45,26,-14,-9,-10,29,35,2,-9,10,41,5,-19,8,-10,17,32,35,10,-3,3,31,-4
17,-5,30,47,-11,6,-20,22,18,-11,33,30,39,30,-8,39,43,31,3,-8,-16,11,-20,15,-18,-11,-12,46,28,-9,-14,-3,24,-6,27,-8,34,-1,30,41,37,-20,-14,-11,-18,21
9,-13,-9,44,-2,36,11,-20,42,-4,37,-17,47,-10,45,-7,47,18,-1,-20,-5,6,43,22,-3,28,3,-9,-16,-6,31,-4,11,-5,32,-20,-20,39,1,38,31,46,40,35,35,25
-5,45,3,-5,20,40,35,37,-3,27,32,35,39,34,-1,-4,-3,33,22,-15,27,-6,-10,-3,45,21,-5,41,-15,-5,-20,7,4,-14,-18,14,30,-8,45,-11,30,-4,31,-20,-2,5
39,32,0,-12,21,33,-8,34,37,-18,44,-5,-18,34,-19,31,-10,-6,31,-2,16,32,29,5,-6,-18,16,-17,38,29,-13,14,32,-12,-4,45,-12,45,16,-19,45,-4,36,21,35,-5
-20,26,-19,36,-13,3,-18,39,1,35,43,-20,29,-4,24,-10,-18,42,29,42,-10,39,33,-1,-3,-19,-13,-2,46,-15,-12,35,44,27,-16,4,-16,41,-14,28,19,-11,-18,-18,-18,-8
-3,17,17,44,32,17,32,-14,-13,-3,3,44,-17,-11,-14,-8,-16,30,-18,39,39,13,8,-8,36,34,32,41,-3,21,38,-11,-14,-10,24,44,-2,33,47,-9,-5,32,31,13,-5,-16
9,40,-3,13,-11,0,32,47,-17,29,34,27,26,29,-4,25,31,34,-10,-1,37,40,36,16,-8,25,-8,44,-3,-10,44,2,-11,9,-2,37,35,8,-3,-5,31,39,-11,-1,41,-18
-5,3,-18,-9,17,32,20,-15,40,-15,18,-19,37,25,34,15,8,-2,14,47,-20,-20,24,44,20,34,-5,38,-6,32,38,31,47,-15,18,-20,28,39,45,-12,-3,43,-15,-4,44,44
-13,29,36,47,41,22,13,-11,-15,-20,-4,41,35,41,-3,43,-10,-10,-15,30,-13,13,-16,29,-10,-18,-8,13,18,30,31,44,40,23,28,-3,-20,-4,35,-14,-10,-19,41,-6,10,43
-20,-7,41,45,7,-4,30,-6,-12,45,-17,41,15,-8,34,-16,23,-10,36,-20,45,-6,21,-7,-5,47,45,37,-7,-7,-19,46,6,45,-19,26,47,-13,31,-4,37,39,44,-3,0,-20
-19,-12,5,34,-10,21,-14,-6,-1,45,-4,33,36,46,46,39,15,34,40,18,38,-19,-14,4,47,38,26,46,-17,11,31,30,-17,-10,2,34,36,29,41,2,36,-2,-15,42,-2,-17
44,-2,-11,37,43,33,-11,-5,-20,-6,-6,40,-8,-5,43,46,45,38,1,32,31,45,40,38,30,26,43,34,37,-11,42,28,-4,-11,41,31,-3,18,36,-18,-20,38,32,-16,41,33
-8,-14,-3,14,32,20,10,-14,30,38,8,32,-20,42,29,7,-8,-12,12,-18,7,45,-15,-4,47,-2,-2,45,-15,5,-15,35,40,26,2,34,29,31,36,-13,-12,43,-6,44,-12,10
-11,-12,32,33,-15,-12,32,45,43,26,-5,37,-17,29,36,17,27,47,41,36,43,-12,-14,0,-12,38,23,-12,47,7,-4,-3,-19,33,38,18,36,-20,19,38,45,15,42,1,38,-20
-1,-16,5,-8,36,35,43,36,13,37,-20,18,28,43,-15,36,-5,29,6,-13,36,-20,27,-14,-13,29,29,47,25,-18,18,-13,45,-20,-4,-17,-7,35,19,-2,15,-7,-8,23,-10,-7
-3,-12,18,-19,47,39,44,1,5,33,-19,16,-5,-13,-19,32,30,47,-11,-3,46,29,34,33,-8,-12,32,-8,-6,11,45,25,40,-6,37,42,38,27,21,-12,11,33,37,26,44,44
46,42,40,31,-11,-2,-18,-20,-13,11,-19,-20,42,20,-10,28,-18,40,45,-3,38,-20,31,43,-16,39,28,-2,-9,-16,37,29,-18,32,32,40,46,-14,-14,15,23,-3,43,-3,-17,-18
